play_id,game_id,Number,Kicker,Yards,Outcome,hash,make_x,make_y,posteam,defteam,game_date,qtr,quarter_seconds_remaining,yardline_100,desc,stadium,time_of_day,Team,Latitude,Longitude,Indoor,Turf,elevation,temperature,precipitation,windspeed,windgusts,Age,XP%,cap_hit
3654,2022_13_CLE_HOU,3,C. York,42,Good,9.25,-2.8,28.4,CLE,HOU,2022-12-04,4,246,24,"(4:06) 3-C.York 42 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez.",NRG Stadium,2022-12-04 16:59:30-04:00,Houston Texans,29.684781,-95.410956,Retractable,Turf,18.0,70.0,0.0,0.0,2.5,21,94.6,887410.0
1709,2022_14_CLE_CIN,3,C. York,26,Good,-9.25,3.0,27.7,CLE,CIN,2022-12-11,2,183,8,"(3:03) 3-C.York 26 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez.",Paycor Stadium,2022-12-11 15:12:13-04:00,Cincinnati Bengals,39.095442,-84.516039,No,Turf,150.0,46.7,0.0,9.1,20.2,21,94.6,887410.0
786,2022_15_BAL_CLE,3,C. York,47,Good,-9.25,4.4,25.2,CLE,BAL,2022-12-17,2,855,29,"(14:15) 3-C.York 47 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez.",Cleveland Browns Stadium,2022-12-17 18:05:27-04:00,Cleveland Browns,41.506022,-81.699564,No,Grass,180.0,32.6,0.0,18.1,29.2,21,94.6,887410.0
1633,2022_15_BAL_CLE,3,C. York,23,Good,-9.25,-2.5,27.8,CLE,BAL,2022-12-17,2,115,4,"(1:55) 3-C.York 23 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez.",Cleveland Browns Stadium,2022-12-17 18:40:27-04:00,Cleveland Browns,41.506022,-81.699564,No,Grass,180.0,32.6,0.0,18.1,29.2,21,94.6,887410.0
3130,2022_15_BAL_CLE,3,C. York,38,No Good,0.0,-20.7,16.4,CLE,BAL,2022-12-17,4,652,20,"(10:52) 3-C.York 38 yard field goal is No Good, Wide Left, Center-47-C.Hughlett, Holder-13-C.Bojorquez.",Cleveland Browns Stadium,2022-12-17 19:59:50-04:00,Cleveland Browns,41.506022,-81.699564,No,Grass,180.0,31.4,0.0,19.9,28.1,21,94.6,887410.0
3541,2022_15_BAL_CLE,3,C. York,46,No Good,9.25,16.6,27.3,CLE,BAL,2022-12-17,4,269,27,"(4:29) 3-C.York 46 yard field goal is No Good, Wide Right, Center-47-C.Hughlett, Holder-13-C.Bojorquez.",Cleveland Browns Stadium,2022-12-17 20:12:02-04:00,Cleveland Browns,41.506022,-81.699564,No,Grass,180.0,30.7,0.0,19.4,30.6,21,94.6,887410.0
1450,2022_16_NO_CLE,3,C. York,30,Good,-9.25,-3.6,23.8,CLE,NO,2022-12-24,2,251,12,"(4:11) 3-C.York 30 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez.",Cleveland Browns Stadium,2022-12-24 15:03:24.400000-04:00,Cleveland Browns,41.506022,-81.699564,No,Grass,180.0,8.0,0.0,41.0,69.8,21,94.6,887410.0
441,2022_17_CLE_WAS,3,C. York,37,Good,0.0,-5.4,32.3,CLE,WAS,2023-01-01,1,566,19,"(9:26) 3-C.York 37 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez.",Commanders Field,2023-01-01 14:16:52-04:00,Washington Commanders,38.907697,-76.864517,No,Grass,68.0,59.5,0.0,6.8,22.3,21,94.6,887410.0
4006,2022_01_CLE_CAR,4,E. Pineiro,34,Good,9.25,-5.6,26.6,CAR,CLE,2022-09-11,4,77,16,"(1:17) 4-E.Pineiro 34 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-09-11 16:07:43-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,84.2,0.0,11.6,24.1,27,93.8,895000.0
1023,2022_02_CAR_NYG,4,E. Pineiro,31,Good,9.25,3.7,15.8,CAR,NYG,2022-09-18,2,739,13,"(12:19) 4-E.Pineiro 31 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",MetLife Stadium,2022-09-18 13:42:27.197000-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,83.1,0.0,19.3,36.7,27,93.8,895000.0
1731,2022_02_CAR_NYG,4,E. Pineiro,32,Good,9.25,2.5,17.5,CAR,NYG,2022-09-18,2,59,14,"(:59) 4-E.Pineiro 32 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",MetLife Stadium,2022-09-18 14:17:10.917000-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,83.9,0.0,19.5,36.7,27,93.8,895000.0
3279,2022_02_CAR_NYG,4,E. Pineiro,38,Good,-9.25,-1.2,21.0,CAR,NYG,2022-09-18,4,650,20,"(10:50) 4-E.Pineiro 38 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",MetLife Stadium,2022-09-18 15:36:28-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,84.2,0.0,20.2,36.4,27,93.8,895000.0
992,2022_03_NO_CAR,4,E. Pineiro,45,Good,-9.25,-8.8,24.3,CAR,NO,2022-09-25,2,862,27,"(14:22) 4-E.Pineiro 45 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-09-25 13:42:49-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,72.7,0.0,18.4,34.9,27,93.8,895000.0
1666,2022_03_NO_CAR,4,E. Pineiro,48,Good,-9.25,0.3,19.6,CAR,NO,2022-09-25,2,180,30,"(3:00) 4-E.Pineiro 48 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-09-25 14:09:24-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,74.8,0.0,20.0,36.7,27,93.8,895000.0
3456,2022_03_NO_CAR,4,E. Pineiro,34,Good,-9.25,-1.2,22.2,CAR,NO,2022-09-25,4,503,16,"(8:23) 4-E.Pineiro 34 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-09-25 15:36:17-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,76.3,0.0,21.3,39.2,27,93.8,895000.0
1995,2022_04_ARI_CAR,4,E. Pineiro,54,Good,9.25,-0.5,27.3,CAR,ARI,2022-10-02,2,2,36,"(:02) 4-E.Pineiro 54 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-10-02 17:29:19-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,64.1,0.0,17.5,34.9,27,93.8,895000.0
735,2022_05_SF_CAR,4,E. Pineiro,41,No Good,9.25,-10.8,24.5,CAR,SF,2022-10-09,1,135,23,"(2:15) 4-E.Pineiro 41 yard field goal is No Good, Wide Left, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-10-09 16:32:23-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,66.7,0.0,5.4,14.8,27,93.8,895000.0
1314,2022_05_SF_CAR,4,E. Pineiro,43,Good,9.25,-6.6,26.5,CAR,SF,2022-10-09,2,484,25,"(8:04) 4-E.Pineiro 43 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-10-09 16:57:08-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,66.7,0.0,5.4,14.8,27,93.8,895000.0
2862,2022_05_SF_CAR,4,E. Pineiro,37,Good,9.25,0.3,21.3,CAR,SF,2022-10-09,3,224,19,"(3:44) 4-E.Pineiro 37 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-10-09 18:12:41-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,59.8,0.0,8.6,10.4,27,93.8,895000.0
3572,2022_05_SF_CAR,4,E. Pineiro,34,Good,-9.25,-6.8,27.2,CAR,SF,2022-10-09,4,415,16,"(6:55) 4-E.Pineiro 34 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-10-09 18:42:33-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,59.8,0.0,8.6,10.4,27,93.8,895000.0
339,2022_06_CAR_LA,4,E. Pineiro,42,Good,-9.25,0.0,20.4,CAR,LA,2022-10-16,1,522,24,"(8:42) 4-E.Pineiro 42 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",SoFi Stadium,2022-10-16 16:13:52-04:00,Los Angeles Chargers,33.953587,-118.33963,Yes,Turf,40.0,70.0,0.0,0.0,2.5,27,93.8,895000.0
499,2022_08_CAR_ATL,4,E. Pineiro,37,Good,-9.25,0.5,24.7,CAR,ATL,2022-10-30,1,414,19,"(6:54) 4-E.Pineiro 37 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Mercedes-Benz Stadium,2022-10-30 13:21:59-04:00,Atlanta Falcons,33.755489,-84.401993,Retractable,Turf,314.0,70.0,0.0,0.0,2.5,27,93.8,895000.0
2086,2022_08_CAR_ATL,4,E. Pineiro,42,Good,-9.25,-8.6,29.3,CAR,ATL,2022-10-30,3,698,24,"(11:38) 4-E.Pineiro 42 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Mercedes-Benz Stadium,2022-10-30 14:46:24.253000-04:00,Atlanta Falcons,33.755489,-84.401993,Retractable,Turf,314.0,70.0,0.0,0.0,2.5,27,93.8,895000.0
4303,2022_08_CAR_ATL,4,E. Pineiro,32,No Good,9.25,-12.1,28.3,CAR,ATL,2022-10-30,5,359,14,"(5:59) 4-E.Pineiro 32 yard field goal is No Good, Wide Left, Center-44-J.Jansen, Holder-10-J.Hekker.",Mercedes-Benz Stadium,2022-10-30 16:31:47-04:00,Atlanta Falcons,33.755489,-84.401993,Retractable,Turf,314.0,70.0,0.0,0.0,2.5,27,93.8,895000.0
448,2022_10_ATL_CAR,4,E. Pineiro,46,Good,9.25,-9.2,20.1,CAR,ATL,2022-11-10,1,423,28,"(7:03) 4-E.Pineiro 46 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-11-10 21:30:09-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,60.1,0.0,20.3,36.0,27,93.8,895000.0
1551,2022_10_ATL_CAR,4,E. Pineiro,49,Good,-9.25,6.8,23.9,CAR,ATL,2022-11-10,2,112,31,"(1:52) 4-E.Pineiro 49 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-11-10 22:24:43-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,60.6,0.0,20.6,35.3,27,93.8,895000.0
3138,2022_10_ATL_CAR,4,E. Pineiro,40,Good,9.25,5.5,26.0,CAR,ATL,2022-11-10,4,566,22,"(9:26) 4-E.Pineiro 40 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-11-10 23:37:59-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,61.3,0.0,20.0,35.3,27,93.8,895000.0
3953,2022_10_ATL_CAR,4,E. Pineiro,37,Good,9.25,-1.6,26.4,CAR,ATL,2022-11-10,4,14,19,"(:14) 4-E.Pineiro 37 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-11-11 00:13:19-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,61.9,0.0,19.5,34.2,27,93.8,895000.0
2296,2022_11_CAR_BAL,4,E. Pineiro,32,Good,-9.25,0.6,26.0,CAR,BAL,2022-11-20,3,491,14,"(8:11) 4-E.Pineiro 32 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",M&T Bank Stadium,2022-11-20 15:54:02-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,35.1,0.0,22.6,41.0,27,93.8,895000.0
1266,2022_12_DEN_CAR,4,E. Pineiro,42,Good,9.25,-3.1,28.2,CAR,DEN,2022-11-27,2,286,24,"(4:46) 4-E.Pineiro 42 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-11-27 14:54:03-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,65.9,0.0,24.5,50.8,27,93.8,895000.0
2842,2022_12_DEN_CAR,4,E. Pineiro,15,Good,9.25,-3.3,24.2,CAR,DEN,2022-11-27,4,816,8,"(13:36) 4-E.Pineiro 26 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker. PENALTY on DEN-98-M.Purcell, Unnecessary Roughness, 15 yards, enforced between downs.",Bank of America Stadium,2022-11-27 16:22:09-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,66.6,0.0,27.5,55.4,27,93.8,895000.0
3051,2022_12_DEN_CAR,4,E. Pineiro,36,Good,-9.25,2.9,22.0,CAR,DEN,2022-11-27,4,544,18,"(9:04) 4-E.Pineiro 36 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-11-27 16:31:45.560000-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,66.6,0.0,27.5,55.4,27,93.8,895000.0
389,2022_14_CAR_SEA,4,E. Pineiro,47,Good,-9.25,-0.8,20.1,CAR,SEA,2022-12-11,1,430,29,"(7:10) 4-E.Pineiro 47 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Lumen Field,2022-12-11 17:35:58-04:00,Seattle Seahawks,47.595153,-122.331625,No,Turf,11.0,45.2,0.0,14.9,26.6,27,93.8,895000.0
1627,2022_14_CAR_SEA,4,E. Pineiro,32,Good,9.25,2.0,25.7,CAR,SEA,2022-12-11,2,133,14,"(2:13) 4-E.Pineiro 32 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Lumen Field,2022-12-11 18:31:37-04:00,Seattle Seahawks,47.595153,-122.331625,No,Turf,11.0,44.6,0.0,12.0,25.9,27,93.8,895000.0
3680,2022_14_CAR_SEA,4,E. Pineiro,39,Good,1.0,-4.3,28.7,CAR,SEA,2022-12-11,4,120,21,"(2:00) 4-E.Pineiro 39 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Lumen Field,2022-12-11 20:18:09-04:00,Seattle Seahawks,47.595153,-122.331625,No,Turf,11.0,44.3,0.0,15.9,27.0,27,93.8,895000.0
2594,2022_15_PIT_CAR,4,E. Pineiro,29,Good,-9.25,-0.6,22.6,CAR,PIT,2022-12-18,4,717,11,"(11:57) 4-E.Pineiro 29 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-12-18 16:05:57-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,44.3,0.0,12.2,26.6,27,93.8,895000.0
2978,2022_15_PIT_CAR,4,E. Pineiro,32,Good,0.0,0.0,28.5,CAR,PIT,2022-12-18,4,379,14,"(6:19) 4-E.Pineiro 32 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-12-18 16:24:26-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,44.3,0.0,12.2,26.6,27,93.8,895000.0
3488,2022_15_PIT_CAR,4,E. Pineiro,52,Good,9.25,5.0,16.5,CAR,PIT,2022-12-18,4,23,34,"(:23) 4-E.Pineiro 52 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-12-18 16:51:55-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,44.3,0.0,12.2,26.6,27,93.8,895000.0
1915,2022_16_DET_CAR,4,E. Pineiro,37,Good,0.0,2.0,23.2,CAR,DET,2022-12-24,2,2,18,"(:02) 4-E.Pineiro 37 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-12-24 15:22:04-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,29.4,0.0,17.1,34.6,27,93.8,895000.0
2870,2022_16_DET_CAR,4,E. Pineiro,40,Good,9.25,0.6,18.0,CAR,DET,2022-12-24,4,797,22,"(13:17) 4-E.Pineiro 40 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-12-24 16:20:37-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,29.3,0.0,18.0,33.8,27,93.8,895000.0
3679,2022_16_DET_CAR,4,E. Pineiro,36,Good,9.25,-2.6,25.8,CAR,DET,2022-12-24,4,120,18,"(2:00) 4-E.Pineiro 36 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Bank of America Stadium,2022-12-24 16:54:06-04:00,Carolina Panthers,35.225808,-80.852861,No,Turf,220.0,29.3,0.0,18.0,33.8,27,93.8,895000.0
4166,2022_17_CAR_TB,4,E. Pineiro,49,Good,-1.0,5.7,27.4,CAR,TB,2023-01-01,4,64,31,"(1:04) 4-E.Pineiro 49 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Raymond James Stadium,2023-01-01 17:10:08-04:00,Tampa Bay Buccaneers,27.975967,-82.50335,No,Grass,11.0,74.3,0.0,6.2,14.4,27,93.8,895000.0
3539,2022_18_CAR_NO,4,E. Pineiro,42,Good,9.25,1.2,21.0,CAR,NO,2023-01-08,4,3,24,"(:03) 4-E.Pineiro 42 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker.",Caesars Superdome,2023-01-08 16:46:09.237000-04:00,New Orleans Saints,29.950931,-90.081364,Yes,Turf,23.0,70.0,0.0,0.0,2.5,27,93.8,895000.0
491,2022_01_DEN_SEA,8,B. McManus,30,Good,-9.25,1.4,26.3,DEN,SEA,2022-09-12,1,419,12,"(6:59) 8-B.McManus 30 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Lumen Field,2022-09-12 20:31:18-04:00,Seattle Seahawks,47.595153,-122.331625,No,Turf,11.0,72.4,0.0,2.8,13.7,31,92.6,4231250.0
1909,2022_01_DEN_SEA,8,B. McManus,40,Good,-9.25,-0.2,29.3,DEN,SEA,2022-09-12,2,4,22,"(:04) 8-B.McManus 40 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Lumen Field,2022-09-12 21:35:27-04:00,Seattle Seahawks,47.595153,-122.331625,No,Turf,11.0,69.4,0.0,8.4,14.4,31,92.6,4231250.0
3426,2022_01_DEN_SEA,8,B. McManus,26,Good,8.4,-2.2,25.2,DEN,SEA,2022-09-12,4,376,8,"(6:16) 8-B.McManus 26 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Lumen Field,2022-09-12 22:43:34-04:00,Seattle Seahawks,47.595153,-122.331625,No,Turf,11.0,65.1,0.0,11.9,20.9,31,92.6,4231250.0
3884,2022_01_DEN_SEA,8,B. McManus,64,No Good,-9.25,-9.25,12.4,DEN,SEA,2022-09-12,4,20,46,"(:20) 8-B.McManus 64 yard field goal is No Good, Wide Left, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Lumen Field,2022-09-12 23:08:29-04:00,Seattle Seahawks,47.595153,-122.331625,No,Turf,11.0,63.9,0.0,10.5,20.9,31,92.6,4231250.0
816,2022_02_HOU_DEN,8,B. McManus,20,Good,-9.25,3.2,23.4,DEN,HOU,2022-09-18,1,333,2,"(5:33) 8-B.McManus 20 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-09-18 16:54:10-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,86.9,0.0,14.7,28.8,31,92.6,4231250.0
2293,2022_02_HOU_DEN,8,B. McManus,24,Good,8.0,-0.7,23.8,DEN,HOU,2022-09-18,2,23,6,"(:23) 8-B.McManus 24 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-09-18 17:52:37-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,88.9,0.0,11.9,28.8,31,92.6,4231250.0
3797,2022_02_HOU_DEN,8,B. McManus,50,Good,-9.25,3.1,28.1,DEN,HOU,2022-09-18,4,221,32,"(3:41) 8-B.McManus 50 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman. Penalty on HOU-1-T.Smith, Defensive Offside, declined.",Empower Field at Mile High,2022-09-18 19:13:06-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,82.3,0.0,24.1,17.6,31,92.6,4231250.0
1111,2022_03_SF_DEN,8,B. McManus,55,Good,9.25,7.5,19.3,DEN,SF,2022-09-25,2,720,37,"(12:00) 8-B.McManus 55 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-09-25 21:09:48-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,61.7,0.0,6.7,10.8,31,92.6,4231250.0
2748,2022_03_SF_DEN,8,B. McManus,53,No Good,1.0,16.3,26.2,DEN,SF,2022-09-25,3,231,35,"(3:51) 8-B.McManus 53 yard field goal is No Good, Wide Right, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-09-25 22:34:34-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,62.5,0.0,5.4,11.2,31,92.6,4231250.0
1207,2022_04_DEN_LV,8,B. McManus,28,Good,9.25,0.8,27.7,DEN,LV,2022-10-02,2,486,9,"(8:06) 8-B.McManus 28 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Allegiant Stadium,2022-10-02 17:19:22-04:00,Las Vegas Raiders,36.090794,-115.183952,Yes,Grass,666.0,70.0,0.0,0.0,2.5,31,92.6,4231250.0
372,2022_05_IND_DEN,8,B. McManus,33,Good,9.25,1.2,30.3,DEN,IND,2022-10-06,1,572,15,"(9:32) 8-B.McManus 33 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-10-06 20:25:47-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,62.7,0.0,7.6,10.1,31,92.6,4231250.0
1181,2022_05_IND_DEN,8,B. McManus,44,Good,-9.25,1.3,26.2,DEN,IND,2022-10-06,2,662,26,"(11:02) 8-B.McManus 44 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-10-06 21:01:35-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,60.1,0.0,10.5,15.5,31,92.6,4231250.0
2767,2022_05_IND_DEN,8,B. McManus,34,Blocked,-9.25,,,DEN,IND,2022-10-06,3,275,16,"(4:35) 8-B.McManus 34 yard field goal is BLOCKED (90-G.Stewart), Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-10-06 22:18:10-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,57.6,0.0,16.6,25.9,31,92.6,4231250.0
2936,2022_05_IND_DEN,8,B. McManus,45,Good,0.0,0.6,20.0,DEN,IND,2022-10-06,3,203,27,"(3:23) 8-B.McManus 45 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-10-06 22:25:54-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,57.6,0.0,16.6,25.9,31,92.6,4231250.0
532,2022_06_DEN_LAC,8,B. McManus,51,Good,-6.0,4.7,11.9,DEN,LAC,2022-10-17,1,445,33,"(7:25) 8-B.McManus 51 yard field goal is GOOD, Center-48-M.Fraboni, Holder-17-C.Waitman.",SoFi Stadium,2022-10-17 20:32:46-04:00,Los Angeles Chargers,33.953587,-118.33963,Yes,Turf,40.0,70.0,0.0,0.0,2.5,31,92.6,4231250.0
2075,2022_06_DEN_LAC,8,B. McManus,27,Good,-9.25,-5.2,26.1,DEN,LAC,2022-10-17,2,5,9,"(:05) 8-B.McManus 27 yard field goal is GOOD, Center-48-M.Fraboni, Holder-17-C.Waitman.",SoFi Stadium,2022-10-17 21:35:57.487000-04:00,Los Angeles Chargers,33.953587,-118.33963,Yes,Turf,40.0,70.0,0.0,0.0,2.5,31,92.6,4231250.0
3304,2022_06_DEN_LAC,8,B. McManus,48,Good,9.25,-7.4,21.0,DEN,LAC,2022-10-17,4,506,30,"(8:26) 8-B.McManus 48 yard field goal is GOOD, Center-48-M.Fraboni, Holder-17-C.Waitman.",SoFi Stadium,2022-10-17 22:37:50-04:00,Los Angeles Chargers,33.953587,-118.33963,Yes,Turf,40.0,70.0,0.0,0.0,2.5,31,92.6,4231250.0
1363,2022_07_NYJ_DEN,8,B. McManus,56,No Good,9.25,10.2,33.1,DEN,NYJ,2022-10-23,2,685,38,"(11:25) 8-B.McManus 56 yard field goal is No Good, Wide Right, Center-48-M.Fraboni, Holder-17-C.Waitman.",Empower Field at Mile High,2022-10-23 17:05:43-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,57.7,0.0,19.2,39.2,31,92.6,4231250.0
1787,2022_07_NYJ_DEN,8,B. McManus,44,Good,9.25,-3.5,29.7,DEN,NYJ,2022-10-23,2,221,26,"(3:41) 8-B.McManus 44 yard field goal is GOOD, Center-48-M.Fraboni, Holder-17-C.Waitman.",Empower Field at Mile High,2022-10-23 17:22:53-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,57.7,0.0,19.2,39.2,31,92.6,4231250.0
1931,2022_10_DEN_TEN,8,B. McManus,39,Good,-9.25,4.8,39.6,DEN,TEN,2022-11-13,2,147,21,"(2:27) 8-B.McManus 39 yard field goal is GOOD, Center-48-M.Fraboni, Holder-17-C.Waitman.",Nissan Stadium,2022-11-13 15:24:29-04:00,Tennessee Titans,36.166461,-86.771289,No,Turf,122.0,41.2,0.0,8.6,22.7,31,92.6,4231250.0
1185,2022_11_LV_DEN,8,B. McManus,48,Good,0.0,1.1,24.0,DEN,LV,2022-11-20,2,564,30,"(9:24) 8-B.McManus 48 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-11-20 17:51:24-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,46.7,0.0,7.4,18.7,31,92.6,4231250.0
1872,2022_11_LV_DEN,8,B. McManus,25,Blocked,9.25,,,DEN,LV,2022-11-20,2,2,7,"(:02) 8-B.McManus 25 yard field goal is BLOCKED (98-M.Crosby), Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-11-20 18:24:09-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,44.3,0.0,4.6,10.1,31,92.6,4231250.0
2792,2022_11_LV_DEN,8,B. McManus,52,Good,9.25,4.4,16.0,DEN,LV,2022-11-20,4,900,34,"(15:00) 8-B.McManus 52 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-11-20 19:17:26-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,42.0,0.0,3.8,8.6,31,92.6,4231250.0
3508,2022_11_LV_DEN,8,B. McManus,48,Good,-9.25,0.9,24.9,DEN,LV,2022-11-20,4,214,30,"(3:34) 8-B.McManus 48 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman.",Empower Field at Mile High,2022-11-20 19:48:46-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,42.0,0.0,3.8,8.6,31,92.6,4231250.0
