play_id,game_id,Number,Kicker,Yards,Outcome,hash,make_x,make_y,posteam,defteam,game_date,qtr,quarter_seconds_remaining,yardline_100,desc,stadium,time_of_day,Team,Latitude,Longitude,Indoor,Turf,elevation,temperature,precipitation,windspeed,windgusts,Age,XP%,cap_hit
790,2022_01_BAL_NYJ,9,J. Tucker,24,Good,9.25,-6.0,31.0,BAL,NYJ,2022-09-11,1,199,6,"(3:19) 9-J.Tucker 24 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",MetLife Stadium,2022-09-11 13:37:20-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,72.4,0.0,5.2,10.1,33,96.9,4758333.0
3751,2022_02_MIA_BAL,9,J. Tucker,51,Good,9.25,7.2,29.0,BAL,MIA,2022-09-18,4,143,33,"(2:23) 9-J.Tucker 51 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout. Penalty on MIA-20-J.Bethel, Defensive Offside, declined.",M&T Bank Stadium,2022-09-18 16:06:04.027000-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,82.8,0.0,10.1,18.0,33,96.9,4758333.0
2691,2022_03_BAL_NE,9,J. Tucker,56,Good,-4.5,-4.1,21.9,BAL,NE,2022-09-25,3,158,38,"(2:38) 9-J.Tucker 56 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout. BAL 9-Tucker 50th career 50+ yard FG.",Gillette Stadium,2022-09-25 15:18:16-04:00,New England Patriots,42.090925,-71.26435,No,Turf,89.0,65.5,0.0,11.8,25.6,33,96.9,4758333.0
1063,2022_04_BUF_BAL,9,J. Tucker,42,Good,-9.25,2.0,27.6,BAL,BUF,2022-10-02,2,777,24,"(12:57) 9-J.Tucker 42 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-10-02 13:43:52-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,56.8,0.0,22.8,38.5,33,96.9,4758333.0
1486,2022_04_BUF_BAL,9,J. Tucker,51,Good,9.25,-3.8,34.9,BAL,BUF,2022-10-02,2,224,33,"(3:44) 9-J.Tucker 51 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-10-02 14:01:55-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,56.7,0.0,23.5,40.3,33,96.9,4758333.0
392,2022_05_CIN_BAL,9,J. Tucker,37,Good,9.25,-5.4,27.8,BAL,CIN,2022-10-09,1,487,19,"(8:07) 9-J.Tucker 37 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-10-09 20:35:26-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,48.1,0.0,8.7,11.9,33,96.9,4758333.0
2349,2022_05_CIN_BAL,9,J. Tucker,58,Good,9.25,-3.5,18.8,BAL,CIN,2022-10-09,3,654,40,"(10:54) 9-J.Tucker 58 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-10-09 22:14:41-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,47.7,0.0,7.6,12.6,33,96.9,4758333.0
3255,2022_05_CIN_BAL,9,J. Tucker,25,Good,-9.25,-4.3,31.6,BAL,CIN,2022-10-09,4,586,7,"(9:46) 9-J.Tucker 25 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-10-09 22:48:06.363000-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,47.7,0.0,7.6,12.6,33,96.9,4758333.0
3868,2022_05_CIN_BAL,9,J. Tucker,43,Good,-1.0,-0.8,34.1,BAL,CIN,2022-10-09,4,3,25,"(:03) 9-J.Tucker 43 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-10-09 23:17:35-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,47.5,0.0,8.1,14.0,33,96.9,4758333.0
769,2022_06_BAL_NYG,9,J. Tucker,56,No Good,9.25,-9.25,13.8,BAL,NYG,2022-10-16,1,31,38,"(:31) 9-J.Tucker 56 yard field goal is No Good, Hit Left Upright, Center-46-N.Moore, Holder-11-J.Stout.",MetLife Stadium,2022-10-16 13:33:10-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,62.6,0.0,3.6,13.7,33,96.9,4758333.0
1729,2022_06_BAL_NYG,9,J. Tucker,34,Good,-9.25,1.4,29.2,BAL,NYG,2022-10-16,2,108,16,"(1:48) 9-J.Tucker 34 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",MetLife Stadium,2022-10-16 14:21:04-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,64.1,0.0,6.2,15.8,33,96.9,4758333.0
2423,2022_06_BAL_NYG,9,J. Tucker,23,Good,9.25,-1.2,26.6,BAL,NYG,2022-10-16,3,584,5,"(9:44) 9-J.Tucker 23 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",MetLife Stadium,2022-10-16 15:00:44-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,64.1,0.0,6.2,15.8,33,96.9,4758333.0
518,2022_07_CLE_BAL,9,J. Tucker,32,Good,9.25,-3.0,27.0,BAL,CLE,2022-10-23,1,211,14,"(3:31) 9-J.Tucker 32 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-10-23 13:19:51-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,61.8,0.0,9.4,21.6,33,96.9,4758333.0
986,2022_07_CLE_BAL,9,J. Tucker,34,Good,9.25,-1.9,30.6,BAL,CLE,2022-10-23,2,609,16,"(10:09) 9-J.Tucker 34 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-10-23 13:44:30-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,61.8,0.0,9.4,21.6,33,96.9,4758333.0
2755,2022_07_CLE_BAL,9,J. Tucker,55,Good,2.0,2.5,6.8,BAL,CLE,2022-10-23,4,689,37,"(11:29) 9-J.Tucker 55 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-10-23 15:13:39-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,61.1,0.0,12.3,22.0,33,96.9,4758333.0
268,2022_08_BAL_TB,9,J. Tucker,22,Good,-9.25,-0.7,24.1,BAL,TB,2022-10-27,1,666,4,"(11:06) 9-J.Tucker 22 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Raymond James Stadium,2022-10-27 20:22:40-04:00,Tampa Bay Buccaneers,27.975967,-82.50335,No,Grass,11.0,74.6,0.0,6.4,7.9,33,96.9,4758333.0
2102,2022_08_BAL_TB,9,J. Tucker,61,Blocked,9.25,,,BAL,TB,2022-10-27,2,4,43,"(:04) 9-J.Tucker 61 yard field goal is BLOCKED (79-P.O'Connor), Center-46-N.Moore, Holder-11-J.Stout.",Raymond James Stadium,2022-10-27 21:39:08-04:00,Tampa Bay Buccaneers,27.975967,-82.50335,No,Grass,11.0,74.0,0.0,15.0,23.4,33,96.9,4758333.0
3848,2022_08_BAL_TB,9,J. Tucker,30,Good,9.25,4.5,34.6,BAL,TB,2022-10-27,4,136,12,"(2:16) 9-J.Tucker 30 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Raymond James Stadium,2022-10-27 23:05:50-04:00,Tampa Bay Buccaneers,27.975967,-82.50335,No,Grass,11.0,72.1,0.0,6.5,13.0,33,96.9,4758333.0
2329,2022_09_BAL_NO,9,J. Tucker,32,Good,0.0,4.3,34.6,BAL,NO,2022-11-07,3,509,14,"(8:29) 9-J.Tucker 32 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Caesars Superdome,2022-11-07 22:59:02-04:00,New Orleans Saints,29.950931,-90.081364,Yes,Turf,23.0,70.0,0.0,0.0,2.5,33,96.9,4758333.0
3093,2022_09_BAL_NO,9,J. Tucker,41,Good,-9.25,-6.7,33.8,BAL,NO,2022-11-07,4,516,23,"(8:36) 9-J.Tucker 41 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Caesars Superdome,2022-11-07 23:36:27-04:00,New Orleans Saints,29.950931,-90.081364,Yes,Turf,23.0,70.0,0.0,0.0,2.5,33,96.9,4758333.0
1764,2022_11_CAR_BAL,9,J. Tucker,32,Good,9.25,-1.9,33.3,BAL,CAR,2022-11-20,2,5,14,"(:05) 9-J.Tucker 32 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-11-20 15:19:20-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,35.1,0.0,22.6,41.0,33,96.9,4758333.0
3232,2022_11_CAR_BAL,9,J. Tucker,37,Good,9.25,2.1,26.6,BAL,CAR,2022-11-20,4,511,19,"(8:31) 9-J.Tucker 37 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-11-20 16:38:05-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,33.9,0.0,17.7,39.2,33,96.9,4758333.0
414,2022_12_BAL_JAX,9,J. Tucker,27,Good,9.25,0.6,27.8,BAL,JAX,2022-11-27,1,568,10,"(9:28) 9-J.Tucker 27 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",EverBank Stadium,2022-11-27 14:41:48-04:00,Jacksonville Jaguars,30.323925,-81.637356,No,Grass,0.0,79.3,0.0,23.8,43.6,33,96.9,4758333.0
746,2022_12_BAL_JAX,9,J. Tucker,29,Good,9.25,2.9,28.3,BAL,JAX,2022-11-27,1,128,12,"(2:08) 9-J.Tucker 29 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",EverBank Stadium,2022-11-27 14:57:08-04:00,Jacksonville Jaguars,30.323925,-81.637356,No,Grass,0.0,79.3,0.0,23.8,43.6,33,96.9,4758333.0
1515,2022_12_BAL_JAX,9,J. Tucker,55,Good,-9.25,2.1,20.8,BAL,JAX,2022-11-27,2,296,37,"(4:56) 9-J.Tucker 55 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",EverBank Stadium,2022-11-27 15:33:43-04:00,Jacksonville Jaguars,30.323925,-81.637356,No,Grass,0.0,79.9,0.0,25.5,40.7,33,96.9,4758333.0
2234,2022_12_BAL_JAX,9,J. Tucker,24,Good,1.0,4.4,26.1,BAL,JAX,2022-11-27,3,476,6,"(7:56) 9-J.Tucker 24 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",EverBank Stadium,2022-11-27 16:18:05-04:00,Jacksonville Jaguars,30.323925,-81.637356,No,Grass,0.0,78.4,0.0,23.8,40.7,33,96.9,4758333.0
4153,2022_12_BAL_JAX,9,J. Tucker,67,No Good,9.25,4.7,-10.0,BAL,JAX,2022-11-27,4,2,49,"(:02) 9-J.Tucker 67 yard field goal is No Good, Short, Center-46-N.Moore, Holder-11-J.Stout.",EverBank Stadium,2022-11-27 17:42:07-04:00,Jacksonville Jaguars,30.323925,-81.637356,No,Grass,0.0,75.9,0.0,20.9,37.4,33,96.9,4758333.0
1188,2022_13_DEN_BAL,9,J. Tucker,26,Good,9.25,0.8,31.0,BAL,DEN,2022-12-04,2,358,8,"(5:58) 9-J.Tucker 26 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-12-04 14:51:43-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,46.3,0.0,7.6,19.1,33,96.9,4758333.0
566,2022_14_BAL_PIT,9,J. Tucker,42,Good,9.25,-4.5,27.4,BAL,PIT,2022-12-11,1,290,24,"(4:50) 9-J.Tucker 42 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Acrisure Stadium,2022-12-11 14:22:28-04:00,Pittsburgh Steelers,40.446786,-80.015761,No,Grass,229.0,46.3,0.0,14.3,29.5,33,96.9,4758333.0
1653,2022_14_BAL_PIT,9,J. Tucker,35,Good,9.25,-1.1,25.3,BAL,PIT,2022-12-11,2,66,17,"(1:06) 9-J.Tucker 35 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Acrisure Stadium,2022-12-11 15:11:20-04:00,Pittsburgh Steelers,40.446786,-80.015761,No,Grass,229.0,45.9,0.0,15.2,32.0,33,96.9,4758333.0
3134,2022_14_BAL_PIT,9,J. Tucker,30,Good,-9.0,-1.0,23.2,BAL,PIT,2022-12-11,4,202,13,"(3:22) 9-J.Tucker 30 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Acrisure Stadium,2022-12-11 16:30:17-04:00,Pittsburgh Steelers,40.446786,-80.015761,No,Grass,229.0,44.9,0.0,12.4,31.0,33,96.9,4758333.0
1332,2022_15_BAL_CLE,9,J. Tucker,53,Good,9.25,-5.0,12.0,BAL,CLE,2022-12-17,2,336,35,"(5:36) 9-J.Tucker 53 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Cleveland Browns Stadium,2022-12-17 18:28:33-04:00,Cleveland Browns,41.506022,-81.699564,No,Grass,180.0,32.6,0.0,18.1,29.2,33,96.9,4758333.0
1930,2022_15_BAL_CLE,9,J. Tucker,48,No Good,-7.0,-10.0,21.7,BAL,CLE,2022-12-17,2,2,31,"(:02) 9-J.Tucker 48 yard field goal is No Good, Wide Left, Center-46-N.Moore, Holder-11-J.Stout.",Cleveland Browns Stadium,2022-12-17 18:53:45-04:00,Cleveland Browns,41.506022,-81.699564,No,Grass,180.0,32.6,0.0,18.1,29.2,33,96.9,4758333.0
2964,2022_15_BAL_CLE,9,J. Tucker,50,Blocked,-9.25,,,BAL,CLE,2022-12-17,4,848,31,"(14:08) 9-J.Tucker 50 yard field goal is BLOCKED (96-J.Elliott), Center-46-N.Moore, Holder-11-J.Stout, recovered by BAL-9-J.Tucker at BAL 48.",Cleveland Browns Stadium,2022-12-17 19:47:07-04:00,Cleveland Browns,41.506022,-81.699564,No,Grass,180.0,31.4,0.0,19.9,28.1,33,96.9,4758333.0
383,2022_16_ATL_BAL,9,J. Tucker,21,Good,9.25,-1.0,20.8,BAL,ATL,2022-12-24,1,485,3,"(8:05) 9-J.Tucker 21 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-12-24 14:17:06-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,21.5,0.0,25.0,45.4,33,96.9,4758333.0
626,2022_16_ATL_BAL,9,J. Tucker,55,Blocked,9.25,,,BAL,ATL,2022-12-24,1,228,37,"(3:48) 9-J.Tucker 55 yard field goal is BLOCKED (92-A.Ogundeji), Center-46-N.Moore, Holder-11-J.Stout, recovered by BAL-86-N.Boyle at ATL 40.",M&T Bank Stadium,2022-12-24 14:29:48-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,21.5,0.0,25.0,45.4,33,96.9,4758333.0
950,2022_16_ATL_BAL,9,J. Tucker,27,Good,9.25,0.6,27.6,BAL,ATL,2022-12-24,2,766,9,"(12:46) 9-J.Tucker 27 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-12-24 14:44:54.943000-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,21.5,0.0,25.0,45.4,33,96.9,4758333.0
2875,2022_16_ATL_BAL,9,J. Tucker,21,Good,-9.25,-0.6,24.8,BAL,ATL,2022-12-24,4,853,3,"(14:13) 9-J.Tucker 21 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2022-12-24 16:24:23-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,19.2,0.0,25.2,43.9,33,96.9,4758333.0
811,2022_17_PIT_BAL,9,J. Tucker,30,Good,-9.25,-4.8,31.8,BAL,PIT,2023-01-01,2,852,12,"(14:12) 9-J.Tucker 30 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2023-01-01 21:54:37-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,44.1,0.0,10.1,13.0,33,96.9,4758333.0
1972,2022_17_PIT_BAL,9,J. Tucker,51,Good,-9.25,-2.0,26.7,BAL,PIT,2023-01-01,3,575,33,"(9:35) 9-J.Tucker 51 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",M&T Bank Stadium,2023-01-01 23:01:42-04:00,Baltimore Ravens,39.277969,-76.622767,No,Grass,5.0,43.4,0.0,9.9,13.7,33,96.9,4758333.0
2507,2022_18_BAL_CIN,9,J. Tucker,26,Good,-9.25,-7.8,25.8,BAL,CIN,2023-01-08,3,637,8,"(10:37) 9-J.Tucker 26 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Paycor Stadium,2023-01-08 16:03:53-04:00,Cincinnati Bengals,39.095442,-84.516039,No,Turf,150.0,38.4,0.0,6.5,17.6,33,96.9,4758333.0
3003,2022_18_BAL_CIN,9,J. Tucker,51,Good,9.25,2.4,10.5,BAL,CIN,2023-01-08,3,124,33,"(2:04) 9-J.Tucker 51 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Paycor Stadium,2023-01-08 16:25:25-04:00,Cincinnati Bengals,39.095442,-84.516039,No,Turf,150.0,38.4,0.0,6.5,17.6,33,96.9,4758333.0
3346,2022_18_BAL_CIN,9,J. Tucker,27,Good,-8.5,4.9,27.7,BAL,CIN,2023-01-08,4,739,9,"(12:19) 9-J.Tucker 27 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Paycor Stadium,2023-01-08 16:43:13-04:00,Cincinnati Bengals,39.095442,-84.516039,No,Turf,150.0,38.4,0.0,6.5,17.6,33,96.9,4758333.0
1721,2022_19_BAL_CIN,9,J. Tucker,22,Good,9.25,3.0,31.5,BAL,CIN,2023-01-15,2,10,4,"(:10) 9-J.Tucker 22 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout.",Paycor Stadium,2023-01-15 22:30:58-04:00,Cincinnati Bengals,39.095442,-84.516039,No,Turf,150.0,30.7,0.0,12.7,23.8,33,96.9,4758333.0
1216,2022_01_BAL_NYJ,6,G. Zuerlein,45,No Good,9.25,-11.3,28.0,NYJ,BAL,2022-09-11,2,655,27,"(10:55) 6-G.Zuerlein 45 yard field goal is No Good, Wide Left, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-09-11 13:55:43.073000-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,72.4,0.0,5.2,10.1,35,96.6,1985294.0
1919,2022_01_BAL_NYJ,6,G. Zuerlein,45,Good,9.25,-6.9,27.3,NYJ,BAL,2022-09-11,2,28,27,"(:28) 6-G.Zuerlein 45 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-09-11 14:29:02.307000-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,71.7,0.0,5.4,11.2,35,96.6,1985294.0
2938,2022_02_NYJ_CLE,6,G. Zuerlein,57,Good,-9.25,4.9,3.7,NYJ,CLE,2022-09-18,4,864,39,"(14:24) 6-G.Zuerlein 57 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",Cleveland Browns Stadium,2022-09-18 15:13:59-04:00,Cleveland Browns,41.506022,-81.699564,No,Grass,180.0,81.0,0.0,19.6,29.9,35,96.6,1985294.0
657,2022_03_CIN_NYJ,6,G. Zuerlein,50,Good,9.25,-2.9,22.7,NYJ,CIN,2022-09-25,1,308,32,"(5:08) 6-G.Zuerlein 50 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-09-25 13:23:55-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,69.5,0.0,11.3,23.8,35,96.6,1985294.0
864,2022_03_CIN_NYJ,6,G. Zuerlein,40,Good,-9.25,5.7,27.8,NYJ,CIN,2022-09-25,1,112,22,"(1:52) 6-G.Zuerlein 40 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-09-25 13:34:45.107000-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,69.5,0.0,11.3,23.8,35,96.6,1985294.0
2420,2022_03_CIN_NYJ,6,G. Zuerlein,52,Good,9.25,-0.8,5.8,NYJ,CIN,2022-09-25,2,3,34,"(:03) 6-G.Zuerlein 52 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann. Penalty on CIN-22-C.Awuzie, Defensive Offside, declined.",MetLife Stadium,2022-09-25 14:43:16.883000-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,73.5,0.0,13.5,26.6,35,96.6,1985294.0
3433,2022_03_CIN_NYJ,6,G. Zuerlein,43,Good,-9.25,3.1,26.7,NYJ,CIN,2022-09-25,3,45,25,"(:45) 6-G.Zuerlein 43 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-09-25 15:35:32-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,75.3,0.0,14.6,26.6,35,96.6,1985294.0
533,2022_04_NYJ_PIT,6,G. Zuerlein,38,Good,-9.25,-5.1,24.7,NYJ,PIT,2022-10-02,1,246,20,"(4:06) 6-G.Zuerlein 38 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",Acrisure Stadium,2022-10-02 13:22:30-04:00,Pittsburgh Steelers,40.446786,-80.015761,No,Grass,229.0,63.8,0.0,18.7,38.5,35,96.6,1985294.0
816,2022_05_MIA_NYJ,6,G. Zuerlein,34,Good,9.25,-3.2,30.2,NYJ,MIA,2022-10-09,1,190,16,"(3:10) 6-G.Zuerlein 34 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-10-09 13:36:57-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,61.0,0.0,18.8,36.7,35,96.6,1985294.0
1594,2022_06_NYJ_GB,6,G. Zuerlein,32,Good,9.25,2.3,30.7,NYJ,GB,2022-10-16,2,350,14,"(5:50) 6-G.Zuerlein 32 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",Lambeau Field,2022-10-16 14:11:38-04:00,Green Bay Packers,44.501306,-88.062167,No,Hybrid,190.0,46.8,0.0,17.9,36.0,35,96.6,1985294.0
1903,2022_06_NYJ_GB,6,G. Zuerlein,53,No Good,-9.25,-12.9,24.4,NYJ,GB,2022-10-16,2,36,35,"(:36) 6-G.Zuerlein 53 yard field goal is No Good, Wide Left, Center-42-T.Hennessy, Holder-7-B.Mann.",Lambeau Field,2022-10-16 14:25:28-04:00,Green Bay Packers,44.501306,-88.062167,No,Hybrid,190.0,46.8,0.0,17.9,36.0,35,96.6,1985294.0
3789,2022_06_NYJ_GB,6,G. Zuerlein,23,Good,9.25,0.8,33.8,NYJ,GB,2022-10-16,4,157,5,"(2:37) 6-G.Zuerlein 23 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",Lambeau Field,2022-10-16 15:58:28-04:00,Green Bay Packers,44.501306,-88.062167,No,Hybrid,190.0,46.7,0.0,18.9,38.5,35,96.6,1985294.0
2159,2022_07_NYJ_DEN,6,G. Zuerlein,45,Good,-6.0,-4.6,35.6,NYJ,DEN,2022-10-23,2,3,27,"(:03) 6-G.Zuerlein 45 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",Empower Field at Mile High,2022-10-23 17:41:35-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,57.7,0.0,19.2,39.2,35,96.6,1985294.0
3207,2022_07_NYJ_DEN,6,G. Zuerlein,33,Good,-9.25,1.1,29.7,NYJ,DEN,2022-10-23,4,773,16,"(12:53) 6-G.Zuerlein 33 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",Empower Field at Mile High,2022-10-23 18:39:05-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,56.2,0.0,17.3,35.3,35,96.6,1985294.0
3608,2022_07_NYJ_DEN,6,G. Zuerlein,40,Good,9.25,3.3,28.8,NYJ,DEN,2022-10-23,4,279,22,"(4:39) 6-G.Zuerlein 40 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",Empower Field at Mile High,2022-10-23 18:56:16-04:00,Denver Broncos,39.743936,-105.020097,No,Grass,1588.0,56.2,0.0,17.3,35.3,35,96.6,1985294.0
470,2022_08_NE_NYJ,6,G. Zuerlein,28,Good,-9.25,-4.0,20.1,NYJ,NE,2022-10-30,1,497,10,"(8:17) 6-G.Zuerlein 28 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-10-30 13:17:41-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,61.4,0.0,3.2,12.2,35,96.6,1985294.0
2430,2022_08_NE_NYJ,6,G. Zuerlein,45,No Good,-9.25,-14.0,27.8,NYJ,NE,2022-10-30,3,574,27,"(9:34) 6-G.Zuerlein 45 yard field goal is No Good, Wide Left, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-10-30 14:51:30-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,61.6,0.0,5.1,14.0,35,96.6,1985294.0
829,2022_09_BUF_NYJ,6,G. Zuerlein,53,Good,9.25,-7.4,24.4,NYJ,BUF,2022-11-06,1,35,35,"(:35) 6-G.Zuerlein 53 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-11-06 14:37:10-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,73.5,0.0,15.4,35.6,35,96.6,1985294.0
3422,2022_09_BUF_NYJ,6,G. Zuerlein,28,Good,9.25,0.4,24.5,NYJ,BUF,2022-11-06,4,105,10,"(1:45) 6-G.Zuerlein 28 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-11-06 16:59:43-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,70.1,0.0,11.4,20.5,35,96.6,1985294.0
1315,2022_11_NYJ_NE,6,G. Zuerlein,45,Good,-9.25,2.6,26.0,NYJ,NE,2022-11-20,2,582,27,"(9:42) 6-G.Zuerlein 45 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",Gillette Stadium,2022-11-20 15:05:57-04:00,New England Patriots,42.090925,-71.26435,No,Turf,89.0,33.8,0.0,26.5,60.1,35,96.6,1985294.0
1806,2022_12_CHI_NYJ,6,G. Zuerlein,57,Good,9.25,3.5,12.5,NYJ,CHI,2022-11-27,2,17,39,"(:17) 6-G.Zuerlein 57 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-11-27 15:21:57-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,50.0,0.0,16.9,40.0,35,96.6,1985294.0
3167,2022_12_CHI_NYJ,6,G. Zuerlein,53,No Good,-9.25,10.2,15.7,NYJ,CHI,2022-11-27,4,489,35,"(8:09) 6-G.Zuerlein 53 yard field goal is No Good, Wide Right, Center-42-T.Hennessy, Holder-7-B.Mann.",MetLife Stadium,2022-11-27 16:32:52-04:00,New York Giants,40.812194,-74.076983,No,Turf,2.0,50.8,0.0,15.7,28.8,35,96.6,1985294.0
