play_id,game_id,Number,Kicker,Yards,Outcome,hash,make_x,make_y,posteam,defteam,game_date,qtr,quarter_seconds_remaining,yardline_100,desc
2185,2022_10_WAS_PHI,6,J. Slye,58,Good,-9.25,-5.3,23.6,WAS,PHI,2022-11-14,2,2,40,"(:02) 6-J.Slye 58 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way."
2639,2022_10_WAS_PHI,6,J. Slye,32,Good,-9.25,6.5,24.2,WAS,PHI,2022-11-14,3,317,14,"(5:17) 6-J.Slye 32 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way."
3420,2022_10_WAS_PHI,6,J. Slye,55,Good,-9.25,0.1,13.1,WAS,PHI,2022-11-14,4,458,36,"(7:38) 6-J.Slye 55 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way."
2126,2022_11_TEN_GB,2,M. Crosby,39,Good,9.25,-1.2,17.7,GB,TEN,2022-11-17,3,509,21,"(8:29) 2-M.Crosby 39 yard field goal is GOOD, Center-56-J.Coco, Holder-16-P.O'Donnell."
1764,2022_11_CAR_BAL,9,J. Tucker,32,Good,9.25,-1.9,33.3,BAL,CAR,2022-11-20,2,5,14,"(:05) 9-J.Tucker 32 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout."
2296,2022_11_CAR_BAL,4,E. Pineiro,32,Good,-9.25,0.6,26,CAR,BAL,2022-11-20,3,491,14,"(8:11) 4-E.Pineiro 32 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
3232,2022_11_CAR_BAL,9,J. Tucker,37,Good,9.25,2.1,26.6,BAL,CAR,2022-11-20,4,511,19,"(8:31) 9-J.Tucker 37 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout."
1357,2022_11_CHI_ATL,2,C. Santos,41,Good,-9.25,-3.9,18.6,CHI,ATL,2022-11-20,2,467,23,"(7:47) 2-C.Santos 41 yard field goal is GOOD, Center-48-P.Scales, Holder-16-T.Gill."
1960,2022_11_CHI_ATL,2,C. Santos,56,No Good,9.25,1.4,-10,CHI,ATL,2022-11-20,2,74,38,"(1:14) 2-C.Santos 56 yard field goal is No Good, Hit Crossbar, Center-48-P.Scales, Holder-16-T.Gill."
2159,2022_11_CHI_ATL,7,Y. Koo,40,Good,-9.25,-9,26.9,ATL,CHI,2022-11-20,2,3,22,"(:03) 7-Y.Koo 40 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
3526,2022_11_CHI_ATL,7,Y. Koo,53,Good,-9.25,3.5,20.1,ATL,CHI,2022-11-20,4,112,35,"(1:52) 7-Y.Koo 53 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
391,2022_11_CIN_PIT,2,E. McPherson,45,Good,9.25,-4.8,21.3,CIN,PIT,2022-11-20,1,539,27,"(8:59) 2-E.McPherson 45 yard field goal is GOOD, Center-48-C.Adomitis, Holder-4-D.Chrisman."
616,2022_11_CIN_PIT,4,M. Wright,42,Good,-9.25,6.3,24.6,PIT,CIN,2022-11-20,1,281,24,"(4:41) 4-M.Wright 42 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
2140,2022_11_CIN_PIT,4,M. Wright,30,Good,-9.25,5.3,25.2,PIT,CIN,2022-11-20,2,3,12,"(:03) 4-M.Wright 30 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
2929,2022_11_CIN_PIT,4,M. Wright,34,Good,-9.25,4.4,27.8,PIT,CIN,2022-11-20,3,272,15,"(4:32) 4-M.Wright 34 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
3156,2022_11_CIN_PIT,2,E. McPherson,54,Good,-2,-3.4,6.4,CIN,PIT,2022-11-20,3,36,36,"(:36) 2-E.McPherson 54 yard field goal is GOOD, Center-48-C.Adomitis, Holder-4-D.Chrisman."
4072,2022_11_CIN_PIT,2,E. McPherson,44,Good,9.25,2.8,15,CIN,PIT,2022-11-20,4,202,26,"(3:22) 2-E.McPherson 44 yard field goal is GOOD, Center-48-C.Adomitis, Holder-4-D.Chrisman."
595,2022_11_CLE_BUF,2,T. Bass,42,Good,9.25,1.6,22.6,BUF,CLE,2022-11-20,1,217,24,"(3:37) 2-T.Bass 42 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
845,2022_11_CLE_BUF,3,C. York,32,Good,-9.25,-0.4,27.9,CLE,BUF,2022-11-20,2,848,14,"(14:08) 3-C.York 32 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez."
1440,2022_11_CLE_BUF,2,T. Bass,36,Good,9.25,1.4,32.8,BUF,CLE,2022-11-20,2,298,18,"(4:58) 2-T.Bass 36 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
2277,2022_11_CLE_BUF,2,T. Bass,56,Good,9.25,-1.3,19.8,BUF,CLE,2022-11-20,3,588,38,"(9:48) 2-T.Bass 56 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
2898,2022_11_CLE_BUF,3,C. York,34,Blocked,9.25,,,CLE,BUF,2022-11-20,3,101,16,"(1:41) 3-C.York 34 yard field goal is BLOCKED (92-D.Jones), Center-47-C.Hughlett, Holder-13-C.Bojorquez."
3085,2022_11_CLE_BUF,2,T. Bass,49,Good,-9.25,-1.5,25.5,BUF,CLE,2022-11-20,4,805,31,"(13:25) 2-T.Bass 49 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
3394,2022_11_CLE_BUF,2,T. Bass,28,Good,-9.25,-5.5,33.2,BUF,CLE,2022-11-20,4,408,10,"(6:48) 2-T.Bass 28 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
3885,2022_11_CLE_BUF,2,T. Bass,39,Good,9.25,-1,35.2,BUF,CLE,2022-11-20,4,120,21,"(2:00) 2-T.Bass 39 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
260,2022_11_DAL_MIN,19,B. Maher,27,Good,-9.25,2.4,24.9,DAL,MIN,2022-11-20,1,625,9,"(10:25) 19-B.Maher 27 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
549,2022_11_DAL_MIN,1,G. Joseph,25,Good,9.25,-4.6,28.4,MIN,DAL,2022-11-20,1,402,6,"(6:42) 1-G.Joseph 25 yard field goal is GOOD, Center-42-A.DePaola, Holder-14-R.Wright."
1340,2022_11_DAL_MIN,19,B. Maher,53,Good,1,-5.2,16.4,DAL,MIN,2022-11-20,2,336,35,"(5:36) 19-B.Maher 53 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
2117,2022_11_DAL_MIN,19,B. Maher,60,Good,9.25,1,8.8,DAL,MIN,2022-11-20,2,5,42,"(:05) 19-B.Maher 60 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
3464,2022_11_DAL_MIN,19,B. Maher,50,Good,-9.25,2.5,21.4,DAL,MIN,2022-11-20,4,609,32,"(10:09) 19-B.Maher 50 yard field goal is GOOD, Center-45-M.Overton, Holder-5-B.Anger."
434,2022_11_DET_NYG,17,M. Badgley,24,Good,9.25,0.4,24.4,DET,NYG,2022-11-20,1,475,6,"(7:55) 17-M.Badgley 24 yard field goal is GOOD, Center-47-S.Daly, Holder-3-J.Fox."
284,2022_11_KC_LAC,7,H. Butker,33,Good,9.25,-4.8,30.3,KC,LAC,2022-11-20,1,658,15,"(10:58) 7-H.Butker 33 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
572,2022_11_KC_LAC,7,H. Butker,52,Good,9.25,0.6,25.7,KC,LAC,2022-11-20,1,363,34,"(6:03) 7-H.Butker 52 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
822,2022_11_KC_LAC,15,C. Dicker,46,Good,9.25,-1,25.5,LAC,KC,2022-11-20,1,159,28,"(2:39) 15-C.Dicker 46 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott."
2026,2022_11_KC_LAC,15,C. Dicker,21,Good,9,-2.7,20.2,LAC,KC,2022-11-20,2,17,3,"(:17) 15-C.Dicker 21 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott."
2538,2022_11_KC_LAC,7,H. Butker,30,Good,-8.5,-4.9,28.5,KC,LAC,2022-11-20,3,385,11,"(6:25) 7-H.Butker 30 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
596,2022_11_LA_NO,3,W. Lutz,46,Good,9.25,4.8,20.9,NO,LA,2022-11-20,1,259,28,"(4:19) 3-W.Lutz 46 yard field goal is GOOD, Center-49-Z.Wood, Holder-4-B.Gillikin."
2871,2022_11_LA_NO,8,M. Gay,33,Good,-9.25,-1.5,30,LA,NO,2022-11-20,4,891,15,"(14:51) 8-M.Gay 33 yard field goal is GOOD, Center-42-M.Orzech, Holder-11-R.Dixon."
3155,2022_11_LA_NO,3,W. Lutz,25,Good,9.25,0.2,27.3,NO,LA,2022-11-20,4,549,6,"(9:09) 3-W.Lutz 25 yard field goal is GOOD, Center-49-Z.Wood, Holder-4-B.Gillikin."
3878,2022_11_LA_NO,8,M. Gay,58,Good,-9.25,2.3,8.5,LA,NO,2022-11-20,4,11,40,"(:11) 8-M.Gay 58 yard field goal is GOOD, Center-42-M.Orzech, Holder-11-R.Dixon."
1005,2022_11_LV_DEN,2,D. Carlson,46,No Good,-9.25,13.1,21.3,LV,DEN,2022-11-20,2,751,28,"(12:31) 2-D.Carlson 46 yard field goal is No Good, Wide Right, Center-47-T.Sieg, Holder-6-A.Cole."
1185,2022_11_LV_DEN,8,B. McManus,48,Good,0,1.1,24,DEN,LV,2022-11-20,2,564,30,"(9:24) 8-B.McManus 48 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
1872,2022_11_LV_DEN,8,B. McManus,25,Blocked,9.25,,,DEN,LV,2022-11-20,2,2,7,"(:02) 8-B.McManus 25 yard field goal is BLOCKED (98-M.Crosby), Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
2149,2022_11_LV_DEN,2,D. Carlson,52,Good,-9.25,5.6,13.8,LV,DEN,2022-11-20,3,639,33,"(10:39) 2-D.Carlson 52 yard field goal is GOOD, Center-47-T.Sieg, Holder-6-A.Cole."
2792,2022_11_LV_DEN,8,B. McManus,52,Good,9.25,4.4,16,DEN,LV,2022-11-20,4,900,34,"(15:00) 8-B.McManus 52 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
3281,2022_11_LV_DEN,2,D. Carlson,57,Good,-9.25,1.5,15.2,LV,DEN,2022-11-20,4,431,39,"(7:11) 2-D.Carlson 57 yard field goal is GOOD, Center-47-T.Sieg, Holder-6-A.Cole."
3508,2022_11_LV_DEN,8,B. McManus,48,Good,-9.25,0.9,24.9,DEN,LV,2022-11-20,4,214,30,"(3:34) 8-B.McManus 48 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
3931,2022_11_LV_DEN,2,D. Carlson,25,Good,-9,2.9,26.3,LV,DEN,2022-11-20,4,19,7,"(:19) 2-D.Carlson 25 yard field goal is GOOD, Center-47-T.Sieg, Holder-6-A.Cole."
1023,2022_11_NYJ_NE,6,N. Folk,24,Good,-9.25,2.3,17,NE,NYJ,2022-11-20,2,900,6,"(15:00) 6-N.Folk 24 yard field goal is GOOD, Center-49-J.Cardona, Holder-17-M.Palardy. NE 6-Folk 53rd consecutive FG under 40 yds (NFL record is 70, Tucker)."
1315,2022_11_NYJ_NE,6,G. Zuerlein,45,Good,-9.25,2.6,26,NYJ,NE,2022-11-20,2,582,27,"(9:42) 6-G.Zuerlein 45 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann."
1619,2022_11_NYJ_NE,6,N. Folk,44,No Good,9.25,5.4,-10,NE,NYJ,2022-11-20,2,175,26,"(2:55) 6-N.Folk 44 yard field goal is No Good, Hit Crossbar, Center-49-J.Cardona, Holder-17-M.Palardy."
2269,2022_11_NYJ_NE,6,N. Folk,43,No Good,-9.25,-13,22.1,NE,NYJ,2022-11-20,3,552,25,"(9:12) 6-N.Folk 43 yard field goal is No Good, Wide Left, Center-49-J.Cardona, Holder-17-M.Palardy."
1357,2022_11_PHI_IND,4,J. Elliott,22,Good,-9.25,2,22.6,PHI,IND,2022-11-20,2,294,4,"(4:54) 4-J.Elliott 22 yard field goal is GOOD, Center-45-R.Lovato, Holder-8-A.Siposs."
1808,2022_11_PHI_IND,7,C. McLaughlin,51,Good,9.25,-6.5,15.5,IND,PHI,2022-11-20,2,18,33,"(:18) 7-C.McLaughlin 51 yard field goal is GOOD, Center-46-L.Rhodes, Holder-6-M.Haack."
2078,2022_11_PHI_IND,7,C. McLaughlin,36,Good,-9.25,-3.7,24.9,IND,PHI,2022-11-20,3,798,17,"(13:18) 7-C.McLaughlin 36 yard field goal is GOOD, Center-46-L.Rhodes, Holder-6-M.Haack."
2762,2022_11_PHI_IND,7,C. McLaughlin,50,No Good,-9.25,9.9,16.5,IND,PHI,2022-11-20,3,40,32,"(:40) 7-C.McLaughlin 50 yard field goal is No Good, Wide Right, Center-46-L.Rhodes, Holder-6-M.Haack."
3424,2022_11_PHI_IND,7,C. McLaughlin,37,Good,-9.25,-1,28.4,IND,PHI,2022-11-20,4,282,19,"(4:42) 7-C.McLaughlin 37 yard field goal is GOOD, Center-46-L.Rhodes, Holder-6-M.Haack."
1442,2022_11_WAS_HOU,6,J. Slye,25,Good,9.25,1,21.1,WAS,HOU,2022-11-20,2,295,7,"(4:55) 6-J.Slye 25 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way. Penalty on HOU, Illegal Formation, declined."
1883,2022_11_WAS_HOU,6,J. Slye,24,Good,9.25,-2.9,18,WAS,HOU,2022-11-20,2,10,6,"(:10) 6-J.Slye 24 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way."
2227,2022_11_WAS_HOU,7,K. Fairbairn,29,Good,-9.25,4.4,29.6,HOU,WAS,2022-11-20,3,596,11,"(9:56) 7-K.Fairbairn 29 yard field goal is GOOD, Center-46-J.Weeks, Holder-11-C.Johnston."
2827,2022_11_WAS_HOU,6,J. Slye,44,Good,-9.25,5.1,30.5,WAS,HOU,2022-11-20,4,732,26,"(12:12) 6-J.Slye 44 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way."
477,2022_11_SF_ARI,5,M. Prater,40,Good,-9.25,-2.3,31.3,ARI,SF,2022-11-21,1,483,22,"(8:03) 5-M.Prater 40 yard field goal is GOOD, Center-46-A.Brewer, Holder-14-A.Lee."
1915,2022_11_SF_ARI,9,R. Gould,39,Good,9.25,7.6,27.6,SF,ARI,2022-11-21,2,47,21,"(:47) 9-R.Gould 39 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky."
2090,2022_12_BUF_DET,2,T. Bass,47,Good,-9.25,-2.9,24.9,BUF,DET,2022-11-24,2,5,28,"(:05) 2-T.Bass 47 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
2882,2022_12_BUF_DET,17,M. Badgley,29,No Good,9.25,-13.2,26.8,DET,BUF,2022-11-24,3,120,11,"(2:00) 17-M.Badgley 29 yard field goal is No Good, Wide Left, Center-47-S.Daly, Holder-3-J.Fox."
4222,2022_12_BUF_DET,17,M. Badgley,51,Good,9.25,8.9,19.7,DET,BUF,2022-11-24,4,28,33,"(:28) 17-M.Badgley 51 yard field goal is GOOD, Center-47-S.Daly, Holder-3-J.Fox."
4336,2022_12_BUF_DET,2,T. Bass,45,Good,9.25,-4.7,33.4,BUF,DET,2022-11-24,4,7,27,"(:07) 2-T.Bass 45 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
828,2022_12_NE_MIN,6,N. Folk,34,Good,-9.25,2.4,26.1,NE,MIN,2022-11-24,1,92,16,"(1:32) 6-N.Folk 34 yard field goal is GOOD, Center-49-J.Cardona, Holder-17-M.Palardy."
1233,2022_12_NE_MIN,1,G. Joseph,30,Good,-9.25,1,25.4,MIN,NE,2022-11-24,2,512,12,"(8:32) 1-G.Joseph 30 yard field goal is GOOD, Center-42-A.DePaola, Holder-14-R.Wright."
1367,2022_12_NE_MIN,6,N. Folk,46,Good,9.25,7.5,19.4,NE,MIN,2022-11-24,2,347,28,"(5:47) 6-N.Folk 46 yard field goal is GOOD, Center-49-J.Cardona, Holder-17-M.Palardy."
1881,2022_12_NE_MIN,6,N. Folk,23,Good,-9.25,-1.7,21,NE,MIN,2022-11-24,2,6,5,"(:06) 6-N.Folk 23 yard field goal is GOOD, Center-49-J.Cardona, Holder-17-M.Palardy."
2466,2022_12_NE_MIN,6,N. Folk,25,Good,9.25,5.4,25.2,NE,MIN,2022-11-24,3,406,6,"(6:46) 6-N.Folk 25 yard field goal is GOOD, Center-49-J.Cardona, Holder-17-M.Palardy."
2891,2022_12_NE_MIN,1,G. Joseph,36,Good,9.25,1.8,28,MIN,NE,2022-11-24,4,851,18,"(14:11) 1-G.Joseph 36 yard field goal is GOOD, Center-42-A.DePaola, Holder-14-R.Wright."
410,2022_12_NYG_DAL,9,G. Gano,57,Good,9.25,-1.9,22.2,NYG,DAL,2022-11-24,1,589,39,"(9:49) 9-G.Gano 57 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
2088,2022_12_NYG_DAL,9,G. Gano,47,Good,-9.25,4.6,19.4,NYG,DAL,2022-11-24,2,3,29,"(:03) 9-G.Gano 47 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
3851,2022_12_NYG_DAL,19,B. Maher,46,No Good,-9.25,11.7,22.5,DAL,NYG,2022-11-24,4,77,28,"(1:17) 19-B.Maher 46 yard field goal is No Good, Wide Right, Center-45-M.Overton, Holder-5-B.Anger."
286,2022_12_ATL_WAS,7,Y. Koo,47,Good,-9.25,3.2,18,ATL,WAS,2022-11-27,1,492,29,"(8:12) 7-Y.Koo 47 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
1480,2022_12_ATL_WAS,6,J. Slye,30,Good,9.25,2.2,29,WAS,ATL,2022-11-27,2,114,12,"(1:54) 6-J.Slye 30 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way."
1717,2022_12_ATL_WAS,7,Y. Koo,58,No Good,9.25,-9.7,-10,ATL,WAS,2022-11-27,2,2,40,"(:02) 7-Y.Koo 58 yard field goal is No Good, Short, Center-48-L.McCullough, Holder-13-B.Pinion."
2562,2022_12_ATL_WAS,7,Y. Koo,48,Good,-9.25,-4.2,19.4,ATL,WAS,2022-11-27,3,82,30,"(1:22) 7-Y.Koo 48 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
2870,2022_12_ATL_WAS,6,J. Slye,45,Good,9.25,1.1,27.9,WAS,ATL,2022-11-27,4,550,27,"(9:10) 6-J.Slye 45 yard field goal is GOOD, Center-54-C.Cheeseman, Holder-5-T.Way. Penalty on ATL-28-M.Ford, Defensive Offside, declined."
414,2022_12_BAL_JAX,9,J. Tucker,27,Good,9.25,0.6,27.8,BAL,JAX,2022-11-27,1,568,10,"(9:28) 9-J.Tucker 27 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout."
746,2022_12_BAL_JAX,9,J. Tucker,29,Good,9.25,2.9,28.3,BAL,JAX,2022-11-27,1,128,12,"(2:08) 9-J.Tucker 29 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout."
1515,2022_12_BAL_JAX,9,J. Tucker,55,Good,-9.25,2.1,20.8,BAL,JAX,2022-11-27,2,296,37,"(4:56) 9-J.Tucker 55 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout."
1841,2022_12_BAL_JAX,10,R. Patterson,22,Good,-9.25,-2.8,20.8,JAX,BAL,2022-11-27,2,14,4,"(:14) 10-R.Patterson 22 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
2234,2022_12_BAL_JAX,9,J. Tucker,24,Good,1,4.4,26.1,BAL,JAX,2022-11-27,3,476,6,"(7:56) 9-J.Tucker 24 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout."
3507,2022_12_BAL_JAX,10,R. Patterson,29,Good,-9.25,1.1,27,JAX,BAL,2022-11-27,4,262,11,"(4:22) 10-R.Patterson 29 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
4153,2022_12_BAL_JAX,9,J. Tucker,67,No Good,9.25,4.7,-10,BAL,JAX,2022-11-27,4,2,49,"(:02) 9-J.Tucker 67 yard field goal is No Good, Short, Center-46-N.Moore, Holder-11-J.Stout."
543,2022_12_CHI_NYJ,2,C. Santos,22,Good,9.25,1,19.6,CHI,NYJ,2022-11-27,1,362,4,"(6:02) 2-C.Santos 22 yard field goal is GOOD, Center-48-P.Scales, Holder-16-T.Gill."
1806,2022_12_CHI_NYJ,6,G. Zuerlein,57,Good,9.25,3.5,12.5,NYJ,CHI,2022-11-27,2,17,39,"(:17) 6-G.Zuerlein 57 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann."
3167,2022_12_CHI_NYJ,6,G. Zuerlein,53,No Good,-9.25,10.2,15.7,NYJ,CHI,2022-11-27,4,489,35,"(8:09) 6-G.Zuerlein 53 yard field goal is No Good, Wide Right, Center-42-T.Hennessy, Holder-7-B.Mann."
1068,2022_12_CIN_TEN,11,C. Shudak,33,Good,-9.25,-5.9,29.2,TEN,CIN,2022-11-27,2,850,15,"(14:10) 11-C.Shudak 33 yard field goal is GOOD, Center-46-M.Cox, Holder-4-R.Stonehouse."
1233,2022_12_CIN_TEN,2,E. McPherson,47,Good,-9.25,5,17.1,CIN,TEN,2022-11-27,2,695,28,"(11:35) 2-E.McPherson 47 yard field goal is GOOD, Center-48-C.Adomitis, Holder-4-D.Chrisman."
2114,2022_12_CIN_TEN,11,C. Shudak,35,No Good,-9.25,14,28.2,TEN,CIN,2022-11-27,2,8,17,"(:08) 11-C.Shudak 35 yard field goal is No Good, Wide Right, Center-46-M.Cox, Holder-4-R.Stonehouse."
2881,2022_12_CIN_TEN,2,E. McPherson,38,Good,-1,1.1,33.9,CIN,TEN,2022-11-27,3,158,20,"(2:38) 2-E.McPherson 38 yard field goal is GOOD, Center-48-C.Adomitis, Holder-4-D.Chrisman."
3015,2022_12_CIN_TEN,11,C. Shudak,24,Good,-9.25,0.6,13.1,TEN,CIN,2022-11-27,3,42,6,"(:42) 11-C.Shudak 24 yard field goal is GOOD, Center-46-M.Cox, Holder-4-R.Stonehouse."
3587,2022_12_CIN_TEN,11,C. Shudak,38,Good,-9.25,1.2,31.3,TEN,CIN,2022-11-27,4,371,20,"(6:11) 11-C.Shudak 38 yard field goal is GOOD, Center-46-M.Cox, Holder-4-R.Stonehouse."
1025,2022_12_DEN_CAR,8,B. McManus,27,Good,9.25,5.5,27.7,DEN,CAR,2022-11-27,2,614,9,"(10:14) 8-B.McManus 27 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
1266,2022_12_DEN_CAR,4,E. Pineiro,42,Good,9.25,-3.1,28.2,CAR,DEN,2022-11-27,2,286,24,"(4:46) 4-E.Pineiro 42 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
1863,2022_12_DEN_CAR,8,B. McManus,56,No Good,9.25,-12.7,19.2,DEN,CAR,2022-11-27,2,3,38,"(:03) 8-B.McManus 56 yard field goal is No Good, Wide Left, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
2842,2022_12_DEN_CAR,4,E. Pineiro,15,Good,9.25,-3.3,24.2,CAR,DEN,2022-11-27,4,816,8,"(13:36) 4-E.Pineiro 26 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker. PENALTY on DEN-98-M.Purcell, Unnecessary Roughness, 15 yards, enforced between downs."
3051,2022_12_DEN_CAR,4,E. Pineiro,36,Good,-9.25,2.9,22,CAR,DEN,2022-11-27,4,544,18,"(9:04) 4-E.Pineiro 36 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
2811,2022_12_GB_PHI,2,M. Crosby,29,Good,9.25,4.9,25.8,GB,PHI,2022-11-27,3,126,11,"(2:06) 2-M.Crosby 29 yard field goal is GOOD, Center-56-J.Coco, Holder-16-P.O'Donnell."
3166,2022_12_GB_PHI,4,J. Elliott,31,Good,9.25,6.3,26.5,PHI,GB,2022-11-27,4,674,13,"(11:14) 4-J.Elliott 31 yard field goal is GOOD, Center-45-R.Lovato, Holder-8-A.Siposs."
3542,2022_12_GB_PHI,4,J. Elliott,54,Good,9.25,-1.4,16.8,PHI,GB,2022-11-27,4,141,36,"(2:21) 4-J.Elliott 54 yard field goal is GOOD, Center-45-R.Lovato, Holder-8-A.Siposs."
3767,2022_12_GB_PHI,2,M. Crosby,33,Good,-9.25,0.8,25.9,GB,PHI,2022-11-27,4,71,15,"(1:11) 2-M.Crosby 33 yard field goal is GOOD, Center-56-J.Coco, Holder-16-P.O'Donnell."
362,2022_12_HOU_MIA,7,J. Sanders,45,Good,-9.25,0.4,29,MIA,HOU,2022-11-27,1,626,27,"(10:26) 7-J.Sanders 45 yard field goal is GOOD, Center-44-B.Ferguson, Holder-4-T.Morstead."
1529,2022_12_HOU_MIA,7,J. Sanders,23,Good,-9.25,0.9,24.8,MIA,HOU,2022-11-27,2,386,5,"(6:26) 7-J.Sanders 23 yard field goal is GOOD, Center-44-B.Ferguson, Holder-4-T.Morstead."
2136,2022_12_HOU_MIA,7,J. Sanders,35,Good,-9.25,-7.7,28.4,MIA,HOU,2022-11-27,2,1,17,"(:01) 7-J.Sanders 35 yard field goal is GOOD, Center-44-B.Ferguson, Holder-4-T.Morstead."
3416,2022_12_HOU_MIA,7,K. Fairbairn,28,Good,-9.25,-4.1,31.8,HOU,MIA,2022-11-27,4,544,10,"(9:04) 7-K.Fairbairn 28 yard field goal is GOOD, Center-46-J.Weeks, Holder-11-C.Johnston."
954,2022_12_LA_KC,8,M. Gay,47,Good,9.25,2.1,29.8,LA,KC,2022-11-27,2,900,29,"(15:00) 8-M.Gay 47 yard field goal is GOOD, Center-42-M.Orzech, Holder-11-R.Dixon."
1325,2022_12_LA_KC,7,H. Butker,27,Good,9.25,-2.1,27.9,KC,LA,2022-11-27,2,593,9,"(9:53) 7-H.Butker 27 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
1985,2022_12_LA_KC,7,H. Butker,32,Good,9.25,-4.1,26,KC,LA,2022-11-27,2,19,13,"(:19) 7-H.Butker 32 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
3325,2022_12_LA_KC,7,H. Butker,22,Good,9.25,-1.9,19.3,KC,LA,2022-11-27,4,399,4,"(6:39) 7-H.Butker 22 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
3657,2022_12_LA_KC,7,H. Butker,22,Good,9.25,0.1,26.7,KC,LA,2022-11-27,4,107,3,"(1:47) 7-H.Butker 22 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
986,2022_12_LAC_ARI,5,M. Prater,43,Good,9.25,-4.7,31.9,ARI,LAC,2022-11-27,2,847,25,"(14:07) 5-M.Prater 43 yard field goal is GOOD, Center-46-A.Brewer, Holder-14-A.Lee."
2279,2022_12_LAC_ARI,5,M. Prater,49,No Good,9.25,-10.9,24.9,ARI,LAC,2022-11-27,3,666,31,"(11:06) 5-M.Prater 49 yard field goal is No Good, Wide Left, Center-46-A.Brewer, Holder-14-A.Lee."
