play_id,game_id,Number,Kicker,Yards,Outcome,hash,make_x,make_y,posteam,defteam,game_date,qtr,quarter_seconds_remaining,yardline_100,desc
1153,2022_01_BUF_LA,2,T. Bass,41,Good,-9.25,8,24.5,BUF,LA,2022-09-08,2,531,23,"(8:51) 2-T.Bass 41 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
1888,2022_01_BUF_LA,8,M. Gay,57,Good,-9.25,2.8,9.1,LA,BUF,2022-09-08,2,4,39,"(:04) 8-M.Gay 57 yard field goal is GOOD, Center-42-M.Orzech, Holder-11-R.Dixon."
790,2022_01_BAL_NYJ,9,J. Tucker,24,Good,9.25,-6,31,BAL,NYJ,2022-09-11,1,199,6,"(3:19) 9-J.Tucker 24 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout."
1216,2022_01_BAL_NYJ,6,G. Zuerlein,45,No Good,9.25,-11.3,28,NYJ,BAL,2022-09-11,2,655,27,"(10:55) 6-G.Zuerlein 45 yard field goal is No Good, Wide Left, Center-42-T.Hennessy, Holder-7-B.Mann."
1919,2022_01_BAL_NYJ,6,G. Zuerlein,45,Good,9.25,-6.9,27.3,NYJ,BAL,2022-09-11,2,28,27,"(:28) 6-G.Zuerlein 45 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann."
2128,2022_01_CLE_CAR,3,C. York,26,Good,9.25,-3.5,27.3,CLE,CAR,2022-09-11,2,24,8,"(:24) 3-C.York 26 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez."
2588,2022_01_CLE_CAR,3,C. York,34,Good,-9.25,3.2,29.4,CLE,CAR,2022-09-11,3,466,16,"(7:46) 3-C.York 34 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez."
3420,2022_01_CLE_CAR,3,C. York,36,Good,0,-2.3,28.7,CLE,CAR,2022-09-11,4,377,18,"(6:17) 3-C.York 36 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez."
4006,2022_01_CLE_CAR,4,E. Pineiro,34,Good,9.25,-5.6,26.6,CAR,CLE,2022-09-11,4,77,16,"(1:17) 4-E.Pineiro 34 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
4196,2022_01_CLE_CAR,3,C. York,58,Good,9.25,2,8,CLE,CAR,2022-09-11,4,13,40,"(:13) 3-C.York 58 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez."
1326,2022_01_GB_MIN,1,G. Joseph,28,Good,9.25,3.8,37.2,MIN,GB,2022-09-11,2,237,10,"(3:57) 1-G.Joseph 28 yard field goal is GOOD, Center-42-A.DePaola, Holder-14-R.Wright."
2191,2022_01_GB_MIN,1,G. Joseph,56,Good,9.25,4.3,20.1,MIN,GB,2022-09-11,3,591,38,"(9:51) 1-G.Joseph 56 yard field goal is GOOD, Center-42-A.DePaola, Holder-14-R.Wright."
3094,2022_01_GB_MIN,1,G. Joseph,29,Good,-9.25,4.2,26.7,MIN,GB,2022-09-11,4,412,10,"(6:52) 1-G.Joseph 29 yard field goal is GOOD, Center-42-A.DePaola, Holder-14-R.Wright."
469,2022_01_IND_HOU,3,R. Blankenship,45,Good,1,2.5,7.9,IND,HOU,2022-09-11,1,318,27,"(5:18) 3-R.Blankenship 45 yard field goal is GOOD, Center-46-L.Rhodes, Holder-6-M.Haack."
1136,2022_01_IND_HOU,7,K. Fairbairn,45,Good,-9.25,-4.3,4.8,HOU,IND,2022-09-11,2,474,27,"(7:54) 7-K.Fairbairn 45 yard field goal is GOOD, Center-46-J.Weeks, Holder-11-C.Johnston."
2066,2022_01_IND_HOU,7,K. Fairbairn,43,Good,9.25,-8.9,24.5,HOU,IND,2022-09-11,3,740,25,"(12:20) 7-K.Fairbairn 43 yard field goal is GOOD, Center-46-J.Weeks, Holder-11-C.Johnston."
3259,2022_01_IND_HOU,3,R. Blankenship,27,Good,-9.25,2.1,25.3,IND,HOU,2022-09-11,4,647,9,"(10:47) 3-R.Blankenship 27 yard field goal is GOOD, Center-46-L.Rhodes, Holder-6-M.Haack."
4635,2022_01_IND_HOU,3,R. Blankenship,42,No Good,9.25,15.4,18.6,IND,HOU,2022-09-11,5,120,24,"(2:00) 3-R.Blankenship 42 yard field goal is No Good, Wide Right, Center-46-L.Rhodes, Holder-6-M.Haack."
273,2022_01_JAX_WAS,10,R. Patterson,33,Good,2.7,-1.3,26.1,JAX,WAS,2022-09-11,1,721,15,"(12:01) 10-R.Patterson 33 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
2164,2022_01_JAX_WAS,10,R. Patterson,37,No Good,9.25,9.25,26.5,JAX,WAS,2022-09-11,2,20,19,"(:20) 10-R.Patterson 37 yard field goal is No Good, Hit Right Upright, Center-46-R.Matiscik, Holder-9-L.Cooke."
3013,2022_01_JAX_WAS,10,R. Patterson,43,Good,9.25,-3.9,26.7,JAX,WAS,2022-09-11,3,80,25,"(1:20) 10-R.Patterson 43 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
3403,2022_01_JAX_WAS,10,R. Patterson,45,Good,0,3.3,27.5,JAX,WAS,2022-09-11,4,728,26,"(12:08) 10-R.Patterson 45 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
2170,2022_01_KC_ARI,7,H. Butker,54,Good,-9.25,5.5,18.4,KC,ARI,2022-09-11,2,7,36,"(:07) 7-H.Butker 54 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
302,2022_01_LV_LAC,6,D. Hopkins,43,Good,9.25,-4.3,35.5,LAC,LV,2022-09-11,1,547,25,"(9:07) 6-D.Hopkins 43 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott."
631,2022_01_LV_LAC,2,D. Carlson,23,Good,-9.25,-1.1,22.1,LV,LAC,2022-09-11,1,153,5,"(2:33) 2-D.Carlson 23 yard field goal is GOOD, Center-47-T.Sieg, Holder-6-A.Cole."
2488,2022_01_LV_LAC,2,D. Carlson,55,Good,9.25,-8.1,17.6,LV,LAC,2022-09-11,3,68,37,"(1:08) 2-D.Carlson 55 yard field goal is GOOD, Center-47-T.Sieg, Holder-6-A.Cole."
3031,2022_01_LV_LAC,6,D. Hopkins,49,No Good,9.25,-13.3,32.1,LAC,LV,2022-09-11,4,457,31,"(7:37) 6-D.Hopkins 49 yard field goal is No Good, Wide Left, Center-47-J.Harris, Holder-16-J.Scott."
552,2022_01_NE_MIA,7,J. Sanders,43,Good,-9.25,-3,30.5,MIA,NE,2022-09-11,1,250,25,"(4:10) 7-J.Sanders 43 yard field goal is GOOD, Center-44-B.Ferguson, Holder-4-T.Morstead."
2505,2022_01_NE_MIA,7,J. Sanders,49,Good,-9.25,-8.5,25,MIA,NE,2022-09-11,3,24,31,"(:24) 7-J.Sanders 49 yard field goal is GOOD, Center-44-B.Ferguson, Holder-4-T.Morstead."
255,2022_01_NO_ATL,7,Y. Koo,54,Good,9.25,-0.5,18.6,ATL,NO,2022-09-11,1,644,35,"(10:44) 7-Y.Koo 54 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
850,2022_01_NO_ATL,3,W. Lutz,44,No Good,-3,-9.5,27.1,NO,ATL,2022-09-11,1,166,26,"(2:46) 3-W.Lutz 44 yard field goal is No Good, Hit Left Upright, Center-49-Z.Wood, Holder-4-B.Gillikin."
1735,2022_01_NO_ATL,7,Y. Koo,50,Good,9.25,-1,30.2,ATL,NO,2022-09-11,2,70,32,"(1:10) 7-Y.Koo 50 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
1997,2022_01_NO_ATL,7,Y. Koo,40,Good,-9.25,-0.1,26.7,ATL,NO,2022-09-11,2,3,22,"(:03) 7-Y.Koo 40 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
2269,2022_01_NO_ATL,3,W. Lutz,49,Good,9.25,-0.3,6,NO,ATL,2022-09-11,3,560,31,"(9:20) 3-W.Lutz 49 yard field goal is GOOD, Center-49-Z.Wood, Holder-4-B.Gillikin."
3083,2022_01_NO_ATL,7,Y. Koo,27,Good,9.25,0.3,29.8,ATL,NO,2022-09-11,4,765,9,"(12:45) 7-Y.Koo 27 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
4153,2022_01_NO_ATL,3,W. Lutz,51,Good,-9.25,-2.8,7.9,NO,ATL,2022-09-11,4,23,33,"(:23) 3-W.Lutz 51 yard field goal is GOOD, Center-49-Z.Wood, Holder-4-B.Gillikin."
4360,2022_01_NO_ATL,53,"(Z. Baun,",1,Blocked,,,,ATL,NO,2022-09-11,4,2,45,"(:02) 7-Y.Koo 63 yard field goal is BLOCKED (98-P.Turner), Center-48-L.McCullough, Holder-13-B.Pinion, recovered by ATL-13-B.Pinion at ATL 49. 13-B.Pinion to 50 for 1 yard (53-Z.Baun, 48-J.Gray)."
904,2022_01_NYG_TEN,14,R. Bullock,46,Good,-9.25,4.2,23,TEN,NYG,2022-09-11,2,759,28,"(12:39) 14-R.Bullock 46 yard field goal is GOOD, Center-46-M.Cox, Holder-4-R.Stonehouse."
1268,2022_01_NYG_TEN,14,R. Bullock,23,Good,-9.25,-4.8,14.6,TEN,NYG,2022-09-11,2,420,5,"(7:00) 14-R.Bullock 23 yard field goal is GOOD, Center-46-M.Cox, Holder-4-R.Stonehouse."
3986,2022_01_NYG_TEN,14,R. Bullock,47,No Good,9.25,-9.6,25.9,TEN,NYG,2022-09-11,4,4,29,"(:04) 14-R.Bullock 47 yard field goal is No Good, Wide Left, Center-46-M.Cox, Holder-4-R.Stonehouse."
2351,2022_01_PHI_DET,4,J. Elliott,23,Good,-9.25,0.9,31.2,PHI,DET,2022-09-11,2,9,5,"(:09) 4-J.Elliott 23 yard field goal is GOOD, Center-45-R.Lovato, Holder-8-A.Siposs."
465,2022_01_PIT_CIN,2,E. McPherson,59,Good,-9.25,0.8,11.9,CIN,PIT,2022-09-11,1,441,41,"(7:21) 2-E.McPherson 59 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber."
818,2022_01_PIT_CIN,9,C. Boswell,20,Good,9.25,2.8,25.7,PIT,CIN,2022-09-11,1,148,2,"(2:28) 9-C.Boswell 20 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
1837,2022_01_PIT_CIN,2,E. McPherson,26,Good,9.25,-1.7,22.6,CIN,PIT,2022-09-11,2,18,8,"(:18) 2-E.McPherson 26 yard field goal is GOOD, Center-46-C.Harris, Holder-10-K.Huber."
2873,2022_01_PIT_CIN,9,C. Boswell,48,Good,9.25,2.6,13.9,PIT,CIN,2022-09-11,4,678,30,"(11:18) 9-C.Boswell 48 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
4529,2022_01_PIT_CIN,2,E. McPherson,29,No Good,9.25,-12.4,19.8,CIN,PIT,2022-09-11,5,217,11,"(3:37) 2-E.McPherson 29 yard field goal is No Good, Wide Left, Center-84-M.Wilcox, Holder-10-K.Huber."
4769,2022_01_PIT_CIN,9,C. Boswell,55,No Good,-9.25,-9.25,21,PIT,CIN,2022-09-11,5,147,37,"(2:27) 9-C.Boswell 55 yard field goal is No Good, Hit Left Upright, Center-46-C.Kuntz, Holder-6-P.Harvin."
5164,2022_01_PIT_CIN,9,C. Boswell,53,Good,0,-6.9,14.1,PIT,CIN,2022-09-11,5,5,35,"(:05) 9-C.Boswell 53 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
2455,2022_01_SF_CHI,9,R. Gould,25,Good,-8,2.8,25.1,SF,CHI,2022-09-11,3,506,7,"(8:26) 9-R.Gould 25 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky."
356,2022_01_TB_DAL,19,B. Maher,51,Good,9.25,-1.2,17.2,DAL,TB,2022-09-11,1,546,32,"(9:06) 19-B.Maher 51 yard field goal is GOOD, Center-44-J.McQuaide, Holder-5-B.Anger."
552,2022_01_TB_DAL,3,R. Succop,44,Good,9.25,-0.7,25.2,TB,DAL,2022-09-11,1,309,26,"(5:09) 3-R.Succop 44 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
850,2022_01_TB_DAL,3,R. Succop,38,Good,-9.25,-5.4,24,TB,DAL,2022-09-11,1,70,20,"(1:10) 3-R.Succop 38 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
1263,2022_01_TB_DAL,3,R. Succop,36,No Good,0,-12.9,24.6,TB,DAL,2022-09-11,2,454,18,"(7:34) 3-R.Succop 36 yard field goal is No Good, Wide Left, Center-97-Z.Triner, Holder-5-J.Camarda."
1476,2022_01_TB_DAL,3,R. Succop,29,Good,9.25,2.3,13.2,TB,DAL,2022-09-11,2,208,11,"(3:28) 3-R.Succop 29 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
1879,2022_01_TB_DAL,3,R. Succop,47,Good,2.5,-1.1,24.5,TB,DAL,2022-09-11,2,19,29,"(:19) 3-R.Succop 47 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
491,2022_01_DEN_SEA,8,B. McManus,30,Good,-9.25,1.4,26.3,DEN,SEA,2022-09-12,1,419,12,"(6:59) 8-B.McManus 30 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
1265,2022_01_DEN_SEA,5,J. Myers,49,Good,0,-7.1,22,SEA,DEN,2022-09-12,2,445,31,"(7:25) 5-J.Myers 49 yard field goal is GOOD, Center-46-C.Tinker, Holder-4-M.Dickson."
1909,2022_01_DEN_SEA,8,B. McManus,40,Good,-9.25,-0.2,29.3,DEN,SEA,2022-09-12,2,4,22,"(:04) 8-B.McManus 40 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
3426,2022_01_DEN_SEA,8,B. McManus,26,Good,8.4,-2.2,25.2,DEN,SEA,2022-09-12,4,376,8,"(6:16) 8-B.McManus 26 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
3884,2022_01_DEN_SEA,8,B. McManus,64,No Good,-9.25,-9.25,12.4,DEN,SEA,2022-09-12,4,20,46,"(:20) 8-B.McManus 64 yard field goal is No Good, Wide Left, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
504,2022_02_LAC_KC,6,D. Hopkins,31,Good,9.25,-2.2,29.1,LAC,KC,2022-09-15,1,361,13,"(6:01) 6-D.Hopkins 31 yard field goal is GOOD, Center-47-J.Harris, Holder-16-J.Scott."
2917,2022_02_LAC_KC,19,M. Ammendola,19,Good,9.25,-1.7,34.4,KC,LAC,2022-09-15,4,900,1,"(15:00) 19-M.Ammendola 19 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
3732,2022_02_LAC_KC,19,M. Ammendola,31,Good,9.25,0.4,29.3,KC,LAC,2022-09-15,4,204,13,"(3:24) 19-M.Ammendola 31 yard field goal is GOOD, Center-41-J.Winchester, Holder-5-T.Townsend."
990,2022_02_ARI_LV,2,D. Carlson,32,Good,9.25,-1.7,25.3,LV,ARI,2022-09-18,2,705,14,"(11:45) 2-D.Carlson 32 yard field goal is GOOD, Center-47-T.Sieg, Holder-6-A.Cole."
1899,2022_02_ARI_LV,2,D. Carlson,55,Good,9.25,5.4,19.8,LV,ARI,2022-09-18,2,5,37,"(:05) 2-D.Carlson 55 yard field goal is GOOD, Center-47-T.Sieg, Holder-6-A.Cole."
2741,2022_02_ARI_LV,2,D. Carlson,25,Good,-8.5,-2.2,22.1,LV,ARI,2022-09-18,3,101,7,"(1:41) 2-D.Carlson 25 yard field goal is GOOD, Center-47-T.Sieg, Holder-6-A.Cole."
349,2022_02_ATL_LA,7,Y. Koo,44,No Good,9.25,-12.9,32.2,ATL,LA,2022-09-18,1,419,26,"(6:59) 7-Y.Koo 44 yard field goal is No Good, Wide Left, Center-48-L.McCullough, Holder-13-B.Pinion."
1340,2022_02_ATL_LA,7,Y. Koo,26,Good,-9.25,5.7,22.3,ATL,LA,2022-09-18,2,167,8,"(2:47) 7-Y.Koo 26 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
2840,2022_02_ATL_LA,8,M. Gay,20,Good,0,-0.8,25.1,LA,ATL,2022-09-18,4,736,1,"(12:16) 8-M.Gay 20 yard field goal is GOOD, Center-42-M.Orzech, Holder-11-R.Dixon."
148,2022_02_CAR_NYG,9,G. Gano,36,Good,9.25,-2.7,26,NYG,CAR,2022-09-18,1,773,18,"(12:53) 9-G.Gano 36 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
656,2022_02_CAR_NYG,9,G. Gano,33,Good,0,-3.3,27.8,NYG,CAR,2022-09-18,1,153,15,"(2:33) 9-G.Gano 33 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
1023,2022_02_CAR_NYG,4,E. Pineiro,31,Good,9.25,3.7,15.8,CAR,NYG,2022-09-18,2,739,13,"(12:19) 4-E.Pineiro 31 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
1731,2022_02_CAR_NYG,4,E. Pineiro,32,Good,9.25,2.5,17.5,CAR,NYG,2022-09-18,2,59,14,"(:59) 4-E.Pineiro 32 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
3093,2022_02_CAR_NYG,9,G. Gano,52,Good,-9.25,0.9,11.2,NYG,CAR,2022-09-18,4,755,33,"(12:35) 9-G.Gano 52 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
3279,2022_02_CAR_NYG,4,E. Pineiro,38,Good,-9.25,-1.2,21,CAR,NYG,2022-09-18,4,650,20,"(10:50) 4-E.Pineiro 38 yard field goal is GOOD, Center-44-J.Jansen, Holder-10-J.Hekker."
3564,2022_02_CAR_NYG,9,G. Gano,56,Good,9.25,6.5,16.2,NYG,CAR,2022-09-18,4,218,38,"(3:38) 9-G.Gano 56 yard field goal is GOOD, Center-58-C.Kreiter, Holder-6-J.Gillan."
359,2022_02_CHI_GB,2,M. Crosby,40,Good,-9.25,-6.9,21.2,GB,CHI,2022-09-18,1,517,22,"(8:37) 2-M.Crosby 40 yard field goal is GOOD, Center-56-J.Coco, Holder-16-P.O'Donnell."
2258,2022_02_CHI_GB,2,C. Santos,44,Good,-9.25,-2.8,22.3,CHI,GB,2022-09-18,3,316,26,"(5:16) 2-C.Santos 44 yard field goal is GOOD, Center-48-P.Scales, Holder-16-T.Gill."
3151,2022_02_CHI_GB,2,M. Crosby,28,Good,0,-0.2,24.9,GB,CHI,2022-09-18,4,152,10,"(2:32) 2-M.Crosby 28 yard field goal is GOOD, Center-56-J.Coco, Holder-16-P.O'Donnell."
591,2022_02_CIN_DAL,2,E. McPherson,43,Good,-9.25,-1.9,31.4,CIN,DAL,2022-09-18,1,188,25,"(3:08) 2-E.McPherson 43 yard field goal is GOOD, Center-48-C.Adomitis, Holder-10-K.Huber."
1867,2022_02_CIN_DAL,19,B. Maher,54,Good,-9.25,-3.6,7.9,DAL,CIN,2022-09-18,2,14,36,"(:14) 19-B.Maher 54 yard field goal is GOOD, Center-44-J.McQuaide, Holder-5-B.Anger."
2259,2022_02_CIN_DAL,2,E. McPherson,50,Good,0,0.3,27.5,CIN,DAL,2022-09-18,3,585,32,"(9:45) 2-E.McPherson 50 yard field goal is GOOD, Center-48-C.Adomitis, Holder-10-K.Huber."
2534,2022_02_CIN_DAL,2,E. McPherson,46,Good,9.25,2,28.4,CIN,DAL,2022-09-18,3,248,28,"(4:08) 2-E.McPherson 46 yard field goal is GOOD, Center-48-C.Adomitis, Holder-10-K.Huber."
3989,2022_02_CIN_DAL,19,B. Maher,50,Good,-9.25,8.7,25.1,DAL,CIN,2022-09-18,4,3,32,"(:03) 19-B.Maher 50 yard field goal is GOOD, Center-44-J.McQuaide, Holder-5-B.Anger."
816,2022_02_HOU_DEN,8,B. McManus,20,Good,-9.25,3.2,23.4,DEN,HOU,2022-09-18,1,333,2,"(5:33) 8-B.McManus 20 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
1112,2022_02_HOU_DEN,7,K. Fairbairn,40,Good,-9.25,3.4,36.1,HOU,DEN,2022-09-18,1,143,22,"(2:23) 7-K.Fairbairn 40 yard field goal is GOOD, Center-46-J.Weeks, Holder-11-C.Johnston."
1708,2022_02_HOU_DEN,7,K. Fairbairn,44,Good,9.25,3.9,38.2,HOU,DEN,2022-09-18,2,444,26,"(7:24) 7-K.Fairbairn 44 yard field goal is GOOD, Center-46-J.Weeks, Holder-11-C.Johnston."
2293,2022_02_HOU_DEN,8,B. McManus,24,Good,8,-0.7,23.8,DEN,HOU,2022-09-18,2,23,6,"(:23) 8-B.McManus 24 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman."
2730,2022_02_HOU_DEN,7,K. Fairbairn,24,Good,-9.25,-0.7,36.7,HOU,DEN,2022-09-18,3,516,6,"(8:36) 7-K.Fairbairn 24 yard field goal is GOOD, Center-46-J.Weeks, Holder-11-C.Johnston."
3797,2022_02_HOU_DEN,8,B. McManus,50,Good,-9.25,3.1,28.1,DEN,HOU,2022-09-18,4,221,32,"(3:41) 8-B.McManus 50 yard field goal is GOOD, Center-46-J.Bobenmoyer, Holder-17-C.Waitman. Penalty on HOU-1-T.Smith, Defensive Offside, declined."
1486,2022_02_IND_JAX,10,R. Patterson,52,Good,-9.25,-1.2,4.5,JAX,IND,2022-09-18,2,108,34,"(1:48) 10-R.Patterson 52 yard field goal is GOOD, Center-46-R.Matiscik, Holder-9-L.Cooke."
3751,2022_02_MIA_BAL,9,J. Tucker,51,Good,9.25,7.2,29,BAL,MIA,2022-09-18,4,143,33,"(2:23) 9-J.Tucker 51 yard field goal is GOOD, Center-46-N.Moore, Holder-11-J.Stout. Penalty on MIA-20-J.Bethel, Defensive Offside, declined."
478,2022_02_NE_PIT,6,N. Folk,28,Good,9.25,0.4,27.2,NE,PIT,2022-09-18,1,406,9,"(6:46) 6-N.Folk 28 yard field goal is GOOD, Center-49-J.Cardona, Holder-7-J.Bailey."
1259,2022_02_NE_PIT,9,C. Boswell,36,Good,0,1.1,31,PIT,NE,2022-09-18,2,518,18,"(8:38) 9-C.Boswell 36 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
2279,2022_02_NE_PIT,6,N. Folk,52,No Good,9.25,13,20.3,NE,PIT,2022-09-18,3,561,34,"(9:21) 6-N.Folk 52 yard field goal is No Good, Wide Right, Center-49-J.Cardona, Holder-7-J.Bailey."
2445,2022_02_NE_PIT,9,C. Boswell,52,Good,-9.25,-4.1,8.7,PIT,NE,2022-09-18,3,347,33,"(5:47) 9-C.Boswell 52 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
2262,2022_02_NYJ_CLE,3,C. York,22,Good,9.25,4,25.7,CLE,NYJ,2022-09-18,3,601,4,"(10:01) 3-C.York 22 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez."
2938,2022_02_NYJ_CLE,6,G. Zuerlein,57,Good,-9.25,4.9,3.7,NYJ,CLE,2022-09-18,4,864,39,"(14:24) 6-G.Zuerlein 57 yard field goal is GOOD, Center-42-T.Hennessy, Holder-7-B.Mann."
286,2022_02_SEA_SF,9,R. Gould,20,Good,-9.25,3.1,22.9,SF,SEA,2022-09-18,1,560,2,"(9:20) 9-R.Gould 20 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky."
655,2022_02_SEA_SF,9,R. Gould,33,Good,-9.25,1.4,25.3,SF,SEA,2022-09-18,1,90,15,"(1:30) 9-R.Gould 33 yard field goal is GOOD, Center-46-T.Pepper, Holder-18-M.Wishnowsky."
2467,2022_02_SEA_SF,9,R. Gould,86,Blocked,,,,SF,SEA,2022-09-18,3,339,2,"(5:39) 9-R.Gould 20 yard field goal is BLOCKED (27-T.Woolen), Center-46-T.Pepper, Holder-18-M.Wishnowsky, RECOVERED by SEA-30-M.Jackson at SEA 14. 30-M.Jackson for 86 yards, TOUCHDOWN."
339,2022_02_TB_NO,3,W. Lutz,31,Good,9.25,-2.4,25.8,NO,TB,2022-09-18,1,546,12,"(9:06) 3-W.Lutz 31 yard field goal is GOOD, Center-49-Z.Wood, Holder-4-B.Gillikin."
2618,2022_02_TB_NO,3,R. Succop,47,Good,9.25,1.2,18.7,TB,NO,2022-09-18,3,409,29,"(6:49) 3-R.Succop 47 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
3603,2022_02_TB_NO,3,R. Succop,47,Good,9.25,5.2,13.3,TB,NO,2022-09-18,4,355,29,"(5:55) 3-R.Succop 47 yard field goal is GOOD, Center-97-Z.Triner, Holder-5-J.Camarda."
414,2022_02_WAS_DET,19,A. Seibert,35,Good,9.25,-1.3,25.2,DET,WAS,2022-09-18,1,490,17,"(8:10) 19-A.Seibert 35 yard field goal is GOOD, Center-47-S.Daly, Holder-3-J.Fox."
1091,2022_02_WAS_DET,19,A. Seibert,48,Good,-1.5,-3.4,23,DET,WAS,2022-09-18,2,831,30,"(13:51) 19-A.Seibert 48 yard field goal is GOOD, Center-47-S.Daly, Holder-3-J.Fox."
2052,2022_02_MIN_PHI,4,J. Elliott,38,Good,-9.25,-2.3,23.9,PHI,MIN,2022-09-19,2,3,20,"(:03) 4-J.Elliott 38 yard field goal is GOOD, Center-45-R.Lovato, Holder-8-A.Siposs."
2656,2022_02_MIN_PHI,4,J. Elliott,27,Blocked,,,,PHI,MIN,2022-09-19,3,206,22,"(3:26) 4-J.Elliott 41 yard field goal is BLOCKED (7-P.Peterson), Center-45-R.Lovato, Holder-8-A.Siposs, RECOVERED by MIN-29-K.Boyd at MIN 43. 29-K.Boyd to PHI 30 for 27 yards (8-A.Siposs)."
1469,2022_02_TEN_BUF,2,T. Bass,49,Good,9.25,-8.7,26,BUF,TEN,2022-09-19,2,445,31,"(7:25) 2-T.Bass 49 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
2720,2022_02_TEN_BUF,2,T. Bass,37,Good,-9.25,0.5,23.3,BUF,TEN,2022-09-19,3,456,19,"(7:36) 2-T.Bass 37 yard field goal is GOOD, Center-69-R.Ferguson, Holder-8-S.Martin."
513,2022_03_PIT_CLE,9,C. Boswell,49,No Good,9.25,10,26.4,PIT,CLE,2022-09-22,1,360,32,"(6:00) 9-C.Boswell 49 yard field goal is No Good, Wide Right, Center-46-C.Kuntz, Holder-6-P.Harvin."
2884,2022_03_PIT_CLE,3,C. York,34,Good,9.25,2.9,23.9,CLE,PIT,2022-09-22,3,154,16,"(2:34) 3-C.York 34 yard field goal is GOOD, Center-47-C.Hughlett, Holder-13-C.Bojorquez."
3983,2022_03_PIT_CLE,9,C. Boswell,34,Good,9.25,0.1,27.9,PIT,CLE,2022-09-22,4,111,17,"(1:51) 9-C.Boswell 34 yard field goal is GOOD, Center-46-C.Kuntz, Holder-6-P.Harvin."
291,2022_03_ATL_SEA,5,J. Myers,32,Good,-9.25,3.4,26.1,SEA,ATL,2022-09-25,1,623,14,"(10:23) 5-J.Myers 32 yard field goal is GOOD, Center-46-C.Tinker, Holder-4-M.Dickson."
1020,2022_03_ATL_SEA,7,Y. Koo,41,Good,-9.25,-1.4,24.2,ATL,SEA,2022-09-25,1,11,23,"(:11) 7-Y.Koo 41 yard field goal is GOOD, Center-48-L.McCullough, Holder-13-B.Pinion."
2030,2022_03_ATL_SEA,5,J. Myers,31,Good,9.25,-2,28.4,SEA,ATL,2022-09-25,2,9,13,"(:09) 5-J.Myers 31 yard field goal is GOOD, Center-46-C.Tinker, Holder-4-M.Dickson."
